male,Matthew,J,Yamada,Raleigh,NC
male,Clyde,E,Smith,Texarkana,TX
female,Verna,K,Jackson,Orange,CA
male,Justin,E,Erickson,Spokane,WA
male,Stephen,G,Cardona,Wallowa,OR
male,Daryl,C,Rush,Mesquite,TX
female,Joan,D,Sanchez,Long Island City,NY
male,Jason,G,Rankin,Anaheim,CA
male,Ronald,D,Olsen,Pontiac,MI
male,Lee,B,Anderson,Bloomfield Township,MI
male,Peter,T,Custodio,Bessemer,AL
female,Nancy,J,Champlin,Elmhurst,IL
male,Duane,M,Wagner,Felton,MN
male,Dennis,D,Mack,Fort Washington,PA
female,Annette,J,Ballew,Irvine,CA
male,Steve,A,Manes,North Wales,PA
female,Elizabeth,A,Cooke,Dallas,TX
male,David,R,Barnes,Davenport,IL
male,Micheal,D,Zielinski,Arnett,OK
female,Julie,D,Esparza,Bakersfield,CA
male,Peter,E,Parker,Charlotte,SC
male,Cleveland,F,Dukes,Valparaiso,IN
male,Lee,M,Easley,Worthington,OH
male,Silas,B,Neff,Kansas City,MO
male,Stephen,J,Bradley,Albany,NY
male,Jeff,D,Bartlett,City Of Commerce,CA
male,John,J,Gill,Akron,OH
female,Signe,N,Hodges,San Luis Obispo,CA
female,Sarah,T,Keeling,Las Vegas,NV
male,Dewey,P,Rector,Staunton,VA
male,John,S,Johnson,Stockton,CA
male,Michael,J,Cates,Burr Ridge,IL
male,Clarence,P,Urias,Moorhead,MN
male,David,M,Morgan,Los Angeles,CA
female,Maude,J,Burrow,Garden City,NY
male,Billy,K,Lujan,Lynchburg,VA
male,Jose,R,Black,Marietta,GA
female,Dorothy,J,Shaver,Manchester,NH
male,John,S,Rhodes,Wayne,PA
male,Charles,M,Struble,Worcester,MA
male,Jerome,M,Triplett,Soldotna,AK
male,Larry,B,Hall,Nashville,TN
male,Robert,P,Turner,Orlando,FL
male,Terry,M,Ojeda,Quincy,MA
male,Donald,J,Bass,Whittier,CA
female,Samantha,J,Young,Eau Claire,WI
male,Edward,J,Gladden,New York,NY
male,Terrence,E,Glick,Jackson,MS
male,John,R,Rogers,Grand Rapids,MI
female,Ida,V,Torrez,Platte City,MO
male,Kenneth,B,Trapp,Grand Rapids,MI
male,Thomas,S,Jones,Long Beach,NY
male,Ronald,L,Schwarz,Shelby,MS
male,Phillip,P,Yoon,Lansing,KS
male,Ronald,S,Fortson,Atlanta,GA
male,Joshua,K,Long,Winston Salem,NC
male,Thomas,B,Macgregor,Goldsboro,NC
male,Dane,L,Goodale,Camden,NJ
male,Frank,R,Yang,Bridgeville,PA
female,Rachael,D,Skidmore,Southfield,MI
female,Karren,C,Ingram,Little Rock,AR
male,William,N,Ames,Springfield,MA
male,David,O,Kirk,Everett,PA
male,Jason,E,Farrell,Duluth,GA
female,Krista,J,Gable,Celina,OH
male,Lynn,P,Perry,Oak Park,IL
male,Lawrence,J,Green,Greenport  Suffolk,NY
male,Kenneth,R,Smart,Waco,TX
male,Chad,M,Austin,Indianapolis,IN
male,Clifford,M,Shaw,Houston,TX
male,Jesse,M,Riley,Columbus,OH
male,Leonard,S,Ohl,Brant,MI
male,John,S,Norden,Seattle,WA
male,Frederick,V,Burrell,Washington,DC
male,Tom,S,Lymon,Goose Creek,NC
female,Karen,T,Purdy,Paicines,CA
male,Michael,L,Thies,Austin,TX
male,Adan,M,Ramirez,Shreveport,LA
female,Diane,C,Smiley,Cleveland,TX
male,Larry,B,Henderson,Dayton,OH
male,Nicolas,N,Wilson,Altheimer,AR
female,Lena,A,Bogart,Tucker,GA
male,John,T,Thompson,Las Vegas,NV
male,John,S,Clymer,Andale,KS
male,Frank,P,Maddock,Cleveland,OH
male,Carl,B,Johnson,Santa Clara,CA
male,Stan,K,Morris,Moundridge,KS
female,Lena,A,Williams,Albany,GA
male,Morton,L,Lawson,Atlanta,GA
male,Kevin,J,Smiley,Oakland,CA
male,Chris,K,Phillips,Minneapolis,MN
male,Roger,A,Murray,Oronoco,MN
male,Joe,J,Moretti,Kenosha,WI
male,Eric,A,Garcia,Mandarin,FL
male,Rene,V,Maxwell,Orovada,NV
female,Doris,N,Griffin,Seymour,IN
male,Adam,M,Wolfe,Orlando,FL
male,Louis,K,Hurlburt,Big Wells,TX
male,Eddy,J,Capo,Lebanon,MO
female,Christina,J,Williams,Chicago,IL
female,Cathy,R,Abe,Tukwila,WA
male,Raul,S,Collins,Northbrook,IL
male,Raymond,N,Billings,Jonesboro,GA
male,Ulysses,S,Orozco,Weehawken,NJ
male,Bradford,M,Milian,Kirkwood,MO
male,Joseph,C,Adams,Garden City,NY
male,Henry,P,Martin,New Haven,CT
female,Trudy,K,Vera,Gainesville,FL
male,Richard,M,Godoy,Owensboro,KY
male,William,C,Guinn,Savannah,GA
male,Ernest,T,Vaughn,Rock Springs,TX
female,Audra,M,Patton,Washington,DC
male,Ronald,P,Cote,Savanna,OK
male,Julius,A,Bowens,Philadelphia,PA
male,Allen,E,Smith,Paradise,CA
male,Francis,T,Kuhn,Tempe,AZ
male,Brian,B,Hicks,Bluffton,SC
male,Willie,M,Moore,Riverside,CA
male,Fred,E,Buchanon,Mira Loma,CA
male,Nathan,G,Day,Florence,SC
male,John,B,Sherman,Saint Paul,MN
female,Shannon,B,Aviles,Bastrop,LA
male,Ralph,B,Noble,Hartford,CT
female,Danielle,M,Duncan,Sunnyvale,CA
male,Mark,B,Rivera,San Francisco,CA
male,Timmy,N,Rodriguez,Madisonville,KY
female,Lora,F,Clemente,Detroit,MI
male,Troy,V,Hardin,Denver,CO
male,Carmen,B,Easterday,Los Angeles,CA
female,Kim,J,Jones,Tulsa,OK
male,Diego,M,Holmes,Lincolnville Beach,ME
male,Darryl,L,Rodriguez,Wheeling,WV
male,Michael,P,Haring,Hialeah,FL
male,Bobby,L,Link,Tacoma,WA
male,Olen,D,Cieslak,Dallas,TX
male,Michael,V,Foley,Carbondale,KS
male,Toby,C,Morris,Dallas,TX
male,Daniel,L,Walker,Winston Salem,NC
female,Marie,M,Lewis,Arlington,TX
male,Timothy,C,Gamez,San Jose,CA
male,Mathew,C,Hull,San Francisco,CA
male,Phillip,M,Keller,Bethel,OH
male,Chad,A,May,Los Angeles,CA
female,Cassie,A,Pratt,Londonderry,NH
female,Gloria,R,Norman,Mililani,HI
male,Matthew,M,Wagner,Chicago,IL
female,Cathryn,R,Blue,Eagleville,PA
male,Thomas,J,Urban,Lakewood,SC
female,Vickie,K,Bingham,Arlington,VA
male,Aubrey,F,Sargent,Dallas,TX
male,Jack,B,Rodriguez,Hoboken,GA
male,Douglas,T,Romero,Athens,GA
male,Gary,S,Cecere,Raleigh,NC
male,Robert,L,Rodas,Hartford,CT
male,George,F,Reynolds,Pawleys Island,SC
male,Gabriel,C,Anderson,Evansville,IN
male,Brian,J,Barker,Columbia,SC
female,Staci,S,Flora,Augusta,GA
male,Phillip,S,Davidson,Westminster,CA
male,Robert,A,Bigby,Corpus Christi,TX
male,Richard,E,Wilson,San Francisco,CA
male,Ramon,J,Loyd,Portland,WA
male,William,P,Lytle,South River,NJ
male,Richard,C,Columbus,Washington,DC
male,Ruben,G,Wood,Greenville,SC
male,Joseph,E,Range,Denver,CO
male,Samuel,G,Anderson,Alpharetta,GA
male,Edmond,M,Nabors,Warrington,PA
male,Manuel,F,Perkins,Miramar,FL
male,Larry,B,Mera,Abbeville,GA
male,Alan,M,Horton,Higgins,TX
male,Larry,F,Burnett,Santa Ana,CA
male,David,J,Irvine,Pittston,PA
female,Thelma,R,Coleman,Youngstown,OH
male,David,M,Carson,Albuquerque,NM
female,Charlotte,P,Stanfill,Maitland,FL
female,Judy,P,McKenzie,West Nyack,NY
male,Henry,C,Robison,Terre Haute,IN
female,Linda,W,Emerson,Westborough,MA
male,Nolan,M,Beck,Haddonfield,NJ
male,Horace,Q,Viverette,Gulfport,MS
male,Lyndon,A,Cohen,Los Angeles,CA
male,Daniel,C,Gallegos,Phoenix,AZ
female,Victoria,J,Lynch,Portland,OR
male,Dan,A,Salinas,Jackson,MS
male,Joe,I,Corbin,Saginaw,MI
male,Fredrick,B,Miller,Oakland,CA
male,Anthony,D,Williams,Cuyahoga Falls,OH
male,John,P,Jacobs,Austin,TX
male,Donald,B,March,Baton Rouge,LA
female,Felipa,A,Bowlin,Bloomfield Township,MI
female,Candice,J,Robertson,Roselle,IL
male,Maurice,L,Dempsey,Indianapolis,IN
male,Robert,J,Perry,Santa Rosa,CA
male,David,S,Stewart,Wichita,KS
male,Marvin,K,Kane,Saint Louis,MO
male,Jack,S,Tanner,Washington,DC
female,Cynthia,T,Linn,Albany,NY
male,Chris,R,Burrage,Newark,NJ
male,Duane,P,Clifton,Nashville,TN
male,Leland,D,Flores,Oxnard,CA
female,Barbara,K,Sherman,Luzerne,NY
male,Christopher,N,Draper,Tallahassee,FL
male,Kevin,J,Ewell,Wedgwood,TX
male,Dan,S,Garcia,San Francisco,CA
male,George,G,Smith,Salem,OR
male,Lester,L,Wood,Birmingham,AL
male,Michael,V,Griggs,La Mesa,CA
female,Anita,A,Boos,Norfolk,VA
male,Thomas,M,Rosenberg,Northampton,PA
female,Eileen,C,Kropp,Bloomsburg,PA
female,Grace,G,Coffee,Cahaba Heights,AL
male,Christopher,K,Greene,Manchester,NH
male,Larry,S,Sawyer,Oakland,CA
male,Anthony,F,Lyons,Columbia,SC
male,Joseph,G,Pitts,Rome,GA
male,William,R,Hill,Vacaville,CA
female,Gillian,V,Sharpe,Wilmington,NC
female,Tammy,J,Moore,New York,NY
female,Ruth,J,Chaisson,Alexandria,VA
female,Pamela,H,Ferguson,Wheeling,WV
male,Tyson,K,Graham,Salina,KS
male,Mark,R,Marx,De Pere,WI
male,David,L,Turner,Casper,WY
male,Mark,R,Hernandez,Saint Joseph,MI
female,Stephanie,J,King,Hillsdale,KS
male,James,S,Smith,Cheshire,CT
female,Christina,D,Ford,Honolulu,HI
male,Troy,M,Spearman,Maitland,FL
male,Sam,G,Pitts,Bishopville,SC
male,Edward,A,Hansen,Youngstown,OH
male,Fred,B,Evens,Philadelphia,PA
male,James,R,Hunt,Tampa,FL
female,Connie,L,Barron,Topeka,KS
male,Kevin,H,Morris,San Diego,CA
female,Jennie,M,Miller,Memphis,TN
female,Suzanne,D,Nichols,Stockton,CA
female,Joyce,R,Finley,Amarillo,TX
male,Henry,M,Ruiz,Hagerstown,MD
male,John,S,Byrd,San Jose,CA
male,Michael,G,Gardner,Seattle,WA
male,Thomas,J,Pothier,Chicago,IL
male,John,J,Rogers,Baltimore,MD
male,Gary,A,Wright,Hattiesburg,MS
female,Dorothy,B,Buckley,Memphis,TN
female,Katrina,S,Richardson,Grand Rapids,MI
male,David,R,Majors,Fairbanks,IN
male,Stanley,R,Davenport,Little Rock,AR
female,Juanita,J,Mariscal,New York,NY
male,Theodore,J,Hooper,San Antonio,TX
female,Cathy,D,Greer,Dover,PA
female,Cindy,S,Scott,Chicago,IL
female,Elizabeth,T,Peterson,Atlanta,GA
male,Eugene,E,Connolly,Falfurrias,TX
male,Jim,D,Kim,Meriden,CT
male,Benjamin,M,Johnson,Atlanta,GA
male,John,D,Martinez,Atlanta,GA
male,James,D,Battle,Camden,NJ
male,Carl,P,Atkins,Cleveland,OH
male,Neil,A,Carroll,Corpus Christi,TX
male,Clifford,H,Corrales,Salt Lake City,UT
male,George,L,Perry,Irving,TX
female,Ana,B,McCallum,Boston,MA
male,Ralph,E,Johnson,Bushnell,FL
male,Gregory,J,McLean,Indianapolis,IN
male,Randy,N,Wright,New York,NY
male,Gregory,M,Green,Bedford,MA
female,Sandra,L,Aguirre,Irvine,CA
male,Karl,M,Robbins,Santa Ana,CA
male,John,L,Peterson,Rialto,CA
female,Philomena,C,Seeger,Indianapolis,IN
male,David,S,Little,Houston,TX
male,Keith,K,Elamin,Northridge,CA
female,Jennifer,E,Brown,Farmington,AR
male,Richard,J,Dillon,Enid,OK
male,Albert,R,Amador,Wheatland,WY
female,Linda,D,Stewart,Orchards,WA
male,Donald,M,McKay,Albany,NY
male,Howard,D,Benefield,Burbank,CA
male,Kermit,J,Compton,Tempe,AZ
male,Ray,P,Coward,Irvine,CA
female,Kiesha,K,Bush,Waipahu,HI
male,Winston,K,Corwin,Silver Spring,MD
female,Ma,A,Little,Morrilton,AR
female,Elvera,S,Fernandez,Tucson,AZ
male,Rafael,F,Martin,Avon Park,FL
male,Paul,L,Booker,San Diego,CA
male,Nicholas,R,Maldanado,St Augustine,FL
male,Moises,C,Howard,Sand Springs,NV
male,John,K,Thompson,Corpus Christi,TX
male,John,I,Lilly,Spring Valley,NY
male,Kevin,T,Tolbert,Dallas,TX
male,Mark,J,Quintero,New York,NY
male,Jackson,J,Redmond,Reno,NV
female,Janeen,R,Quillen,Chandler,AZ
male,John,R,Young,Reno,NV
female,Chasity,M,Mathis,Stillwater,OK
female,Debra,M,Jones,Springfield,MO
male,Robert,E,Furman,Sumter,SC
male,Curtis,O,Martin,Bloomfield Township,MI
female,Angela,M,Johnson,Teterboro,NJ
male,Ronald,J,Jenkins,Phoenix,AZ
male,Christopher,J,Clark,Baton Rouge,LA
male,Richard,L,Godbold,Tupelo,MS
male,David,A,McDonald,Mansfield,OH
male,William,D,Martinez,Salt Lake City,UT
male,Daniel,J,Soltys,Los Angeles,CA
female,Heather,D,Delatorre,Owosso,MI
female,Kerry,H,Mitchell,Billerica,MA
male,Joseph,N,Messerly,New York,NY
male,Dexter,K,Whitt,N. Miami,FL
male,Johnny,L,Hawkins,Brooklyn,NY
male,Edwin,V,Williams,Bensenville,IL
male,Nathan,D,Ledesma,Los Angeles,CA
male,Martin,M,Valdez,Atlanta,GA
male,Floyd,C,Peralta,New York,NY
male,David,J,Anthony,Louisville,KY
male,Jimmie,T,Carson,Dallas,TX
male,David,L,Lambert,Richmond,IL
male,Ryan,K,Webb,Pensacola,FL
male,Clyde,S,Fleck,Valdosta,GA
male,Clifford,E,Wiggins,East Lansing,MI
male,Johnny,T,Troy,Wayne,NJ
male,Donald,T,Banda,Seattle,WA
male,Cody,S,Burke,West Palm Beach,FL
male,James,F,Grant,Worcester,MA
male,Margarito,M,Gowdy,Buchanan,MI
male,Shawn,I,Gould,Rushford,NY
female,Darla,J,Pitts,Silver Spring,MD
male,Michael,K,McMorris,Seattle,WA
female,Megan,W,Beckett,Jackson,MS
male,Thomas,E,Sanchez,Hillsdale,OK
male,Anthony,S,Fields,Norfolk,VA
male,Daryl,L,Rushton,Stlouis,MO
male,Tom,S,Thomas,Amarillo,TX
male,Raymond,B,Pate,Madison,SD
male,Shawn,I,Ferguson,Tampa,FL
male,Brian,M,Eustice,Houston,TX
male,Michael,D,Jones,Ashburn,VA
male,Robert,D,Hames,Portsmouth,VA
male,Andrew,B,Johnston,Baltimore,MD
male,Jonathan,F,Elliott,Tempe,AZ
male,Charles,S,Smalley,San Antonio,TX
female,Tameka,D,Wink,Pine Bluff,AR
female,Maria,C,Hong,Santa Clara,CA
female,Edna,G,Turner,Quincy,MA
male,Patrick,M,Charles,Baton Rouge,LA
male,David,L,Bast,Lewis,IN
male,Gerard,K,Lehman,Akron,OH
male,Gary,B,Dessert,Wayne,PA
male,Brian,J,Boyd,Richmond,VA
male,Irving,E,Jones,Waco,TX
male,William,G,Stone,Sunnyvale,CA
female,Dee,K,Jackson,Medford,WI
male,Scott,H,Jackson,Walpole,MA
male,Frank,R,Steiner,Toledo,OH
male,Arthur,M,Hall,Lyndhurst,NJ
male,Joe,T,Smith,Biloxi,MS
male,Darrell,M,White,Indianapolis,IN
male,Gary,O,Helms,Brussels,WI
male,Richard,B,Stafford,Youngstown,OH
female,Mildred,D,Lockett,Springfield,IL
male,Richard,K,Brian,Tucson,AZ
male,Donald,J,Carroll,Indianapolis,IN
male,Leonard,S,Holoman,Bayside,NY
male,Lawrence,C,Brown,Atlanta,GA
male,Dennis,L,Rice,Portland,WA
male,Sean,A,Wallace,Los Angeles,CA
male,Richard,L,Ryder,Los Angeles,CA
male,Richard,R,Burns,Green Ridge,MO
male,James,G,Cripe,Denver,CO
male,Brian,N,Barker,Dallas,TX
male,Lester,B,Gibby,Arlington,TX
female,Devon,M,Stewart,Artesia,CA
female,Tonya,J,Wilson,Pueblo,CO
male,Merle,A,Clayton,Huntsville,AL
male,Louis,J,Cable,New Philadelphia,OH
male,Andrew,E,Lemen,New York,NY
male,Stephen,E,Sands,Shreveport,LA
female,Remedios,C,Haddock,Chicago,IL
male,William,J,Conant,Overland Park,MO
male,Daniel,C,Waggoner,Ocala,FL
male,Melvin,A,Rea,Metuchen,NJ
male,Jess,C,Ferber,Springfield,MA
female,Amanda,R,Morales,Tonawanda,NY
male,Manuel,A,Nelson,Los Angeles,CA
male,Norman,J,Thompson,Berkeley,CA
male,Scott,D,Craft,Clover,VA
male,Ralph,C,Britton,Piscataway,NJ
female,Nichole,J,Sanders,Staten Island,NY
female,Melanie,G,Lyle,Alton,IL
male,Clifford,E,Guzman,Providence Forge,VA
male,Jerry,R,Banning,Colorado Springs,CO
male,William,D,Shook,San Leandro,CA
male,Edwin,D,Holmes,Wilmington,NC
male,Herbert,B,Rogue,Charleston,WV
male,Richard,E,Javier,Almyra,AR
female,Ruth,S,Connors,Baton Rouge,LA
male,Isaiah,D,Carroll,Delano,CA
male,Richard,V,Ramos,Westerville,OH
male,George,D,Soderberg,Corpus Christi,TX
female,Angela,R,Matthews,Eagle Grove,IA
male,Robert,J,Franklin,Baton Rouge,LA
female,Sharon,D,Ruiz,N. Miami,FL
male,Raymond,E,Harris,Wenatchee,WA
male,Anthony,K,Wilson,Tulsa,OK
male,Zachary,B,Gann,Cedar Knolls,NJ
male,Vaughn,V,Cooper,Brattleboro,VT
male,Joseph,P,McCabe,Erie,PA
male,Jeffrey,A,Murillo,Palmer,TX
male,Ivan,M,Gabler,Lancaster,PA
male,Brian,D,Kingsley,Camden,NJ
male,Mike,A,Coleman,Gary,MN
male,Jeffrey,R,Hardcastle,Arlington Heights,IL
male,Daniel,C,Wood,Odessa,TX
male,Howard,D,Feldman,Little Rock,AR
male,Blaine,Y,Brown,Beltsville,VA
male,Anthony,R,Brown,Zoneton,KY
male,Monty,C,Harris,Corvallis,OR
female,Julie,B,Raymond,Corona,CA
female,Lillian,R,Estevez,San Diego,CA
male,Nathanial,M,Demartino,Piscataway,NJ
male,Floyd,S,Darnall,Los Angeles,CA
male,Chad,A,Fetzer,Detroit,MI
male,John,J,Edmiston,Naples,NY
male,Al,M,Leal,Pueblo,CO
female,Amanda,M,Laporte,Los Angeles,CA
male,James,V,Dupras,Newark,DE
male,Omer,M,Clover,Defiance,OH
male,Robert,E,Steward,California,CA
male,David,H,Patt,Greenville,SC
male,Joseph,J,Reynolds,Seattle,WA
male,Damon,A,Strickland,Burr Ridge,IL
male,Willie,A,Green,Crown Point,IN
female,Anne,R,Spieker,Rockville,MD
male,Max,J,Martinez,Fresno,CA
female,Rosa,R,Mathews,Cleveland,OH
male,Michael,H,Bergstrom,Atlanta,GA
female,Debra,P,Bryant,Sheridan,MI
male,Paul,N,Baines,South Vienna,OH
male,Albert,A,Gibson,Los Angeles,CA
male,Charles,A,Berg,Nashville,TN
male,Mario,B,Minor,Philadelphia,PA
female,Arlene,D,Dodge,Clay,WV
male,Josh,M,Davis,New York,NY
male,Joseph,S,Clark,Lillian,AL
male,Robert,M,Baird,San Francisco,CA
male,Joe,V,Kirchner,Woburn,MA
female,Kelli,R,McClure,New Underwood,SD
male,Joshua,P,Harvey,Irvine,CA
male,Walter,D,Jones,Saginaw,MI
female,Shannon,O,Ferrer,Staunton,VA
male,John,L,Holford,Lonsdale,MN
male,Bobby,M,Ogle,Heber City,UT
male,Robert,C,Foster,Oakland,CA
male,Alfonso,M,Kean,Philadelphia,PA
male,James,G,Brown,Fayetteville,NC
male,George,S,Reyes,Del Mar,CA
female,Joy,G,Salley,Freeman,MO
female,Golda,M,Cheng,Independence,OR
female,Constance,D,Inniss,Mellette,SD
male,Delbert,D,Swanson,East Providence,RI
male,Lowell,C,Luevano,Chicago,IL
male,Robert,L,White,Atlanta,GA
male,Brian,D,Poe,Atlanta,GA
male,Terrence,D,Locke,Sante Fe,NM
male,Rodney,S,Green,Opelika,AL
male,Henry,B,Neal,Babylon,NY
male,Danny,A,Evans,Boca Raton,FL
male,Adam,C,Shinn,New York,NY
male,Matthew,S,Julius,Danbury,CT
male,Nicolas,S,Neace,Wichita,KS
male,Rickey,A,Smith,Atlanta,GA
male,Paul,H,Holland,Atlanta,GA
male,David,O,Luis,Cleveland,TN
male,Brett,M,White,Los Angeles,CA
male,Arthur,E,Johnson,Fort Worth,TX
female,Jennifer,D,Powell,Green River,UT
male,John,C,Raymond,Los Angeles,CA
male,Thomas,C,Bostrom,Chicago,IL
female,Linda,S,Norton,Sarasota,FL
male,Son,M,Fitzsimmons,Columbus,OH
male,Daniel,R,Vazquez,New York,NY
male,James,M,Pinkham,Alexandria,LA
male,Mike,D,Bray,Pretty Prairie,KS
male,Daniel,H,Whittington,O Fallon,MO
female,Mildred,W,Fulkerson,Bloomburg,TX
male,Stuart,M,Hunter,Camden,NJ
male,Joel,A,Petrey,Finley Point,MT
female,Emily,D,Hough,New York,NY
male,John,L,Ely,Detroit,MI
male,Michael,E,Mercier,Ft Lauderdale,FL
male,Chad,L,Marino,Holyoke,CO
male,Nathan,N,Frechette,San Luis Obispo,CA
female,Melissa,K,Buchholtz,Richmond,VA
male,Gerardo,A,Sagers,Fulton,NY
female,Heather,M,Garcia,Boston,MA
female,Edna,P,Fields,Essex Junction,VT
male,David,M,Perez,Dayton,OH
female,Kristie,F,Munoz,Pine Bluff,AR
male,Richard,A,Lane,Columbus,GA
male,Ethan,S,Hebert,Albert Lea,MN
male,Stephen,B,Coburn,Austin,TX
male,John,R,Donovan,Philadelphia,PA
male,Brian,M,Hunt,Kansas City,MO
male,William,M,Depuy,Katy,TX
female,Nickole,F,Lee,Strasburg,PA
male,Mark,B,Marley,Port Charlotte,FL
male,Ryan,T,Daniels,Metairie,LA
male,Matthew,G,Dye,Reno,NV
male,Rusty,M,Leon,Allentown,PA
male,Fredrick,B,Warren,Wheaton,IL
male,Frank,K,Davis,New York,NY
female,Rita,P,Williams,Frewsburg,NY
male,Allan,K,Starnes,Dublin,VA
male,Greg,A,Dyson,Fresno,CA
male,Michael,V,Lunsford,Kansas City,KS
male,Bernard,S,Hernandez,Corpus Christi,TX
male,Thomas,A,Moore,Tacoma,WA
male,Jesus,E,Cole,Okla City,OK
female,Sandra,A,Rauch,Wallingford,CT
male,Joshua,A,Boyd,Huntsville,AL
male,Michael,H,Shiflett,Kenner,LA
male,John,J,Nehls,Marshalltown,IA
male,Charles,L,Mullin,Shreveport,LA
male,Kenton,C,Bobo,Allentown,PA
female,Debbie,M,Tibbs,Charlottesville,VA
male,James,B,Burton,El Monte,CA
male,Donald,G,Grajeda,Wampee,SC
male,Joseph,D,Fetzer,Baltimore,MD
male,David,J,Pumphrey,El Toro,CA
male,Leon,L,Osorio,San Francisco,CA
male,Keith,C,Quick,Venice,LA
male,Francis,A,Proctor,Rudolph,WI
male,Andres,E,Duda,Los Angeles,CA
female,Ashley,L,Cantrell,Columbia,SC
male,Harry,K,Hines,Panama City,FL
male,Jonathan,B,Terry,Portland,OR
male,Luis,T,Sears,Albuquerque,NM
female,Jana,M,Bond,Owosso,MI
female,Lelia,R,Carle,Huzzah,MO
male,Roland,M,Wallace,Oklahoma City,OK
male,David,C,Price,Birmingham,AL
male,Donald,H,Rinehart,Woburn,MA
male,Leon,S,Martinez,Tallahassee,FL
female,Polly,T,Crumpton,Fayetteville,WV
male,Arthur,M,Stevens,Cushing,OK
male,Bobby,R,Gonzalez,Centre,AL
male,Brian,B,Sullivan,Geneva,IL
male,Timothy,E,Amos,York,NE
female,Margaret,C,Potter,Brentwood,TN
male,Jorge,S,Tabb,Minneapolis,MN
male,William,G,Kelly,Dallas,TX
male,Ray,D,Drain,Salt Lake City,UT
male,Carl,M,Czarnecki,North East,PA
male,Daniel,D,Turman,Tampa,FL
male,Brent,M,Richardson,New York,NY
male,Donnie,R,Deleon,Rattan,OK
female,Elizabeth,O,Walker,Whitestone,NY
male,Anthony,G,Talley,Phila,PA
male,Marcel,C,Vetter,Corpus Christi,TX
female,Cruz,L,Miller,Groton,CT
male,Thomas,M,Kidd,Fort Walton Beach,FL
male,Ernest,L,Reid,Prescott,AZ
female,Ann,M,Morris,Riverside,CA
male,Joe,S,Jernigan,Coweta,OK
male,Jack,A,Hiatt,Carmine,TX
male,Joshua,D,McCracken,Gardena,CA
female,Claudia,A,Meredith,Argyle,TX
male,Frank,B,Wilson,Fowler,CA
