Gender,GivenName,MiddleInitial,Surname,City,State
female,Michaela,M,Richterová,Otrokovice 2,Zlínský kraj
female,Šárka,J,Procházková,Kralovice,Plzeňský kraj
male,Alexander,J,Hruška,Moravská Trebová 1,Pardubický kraj
male,Petr,J,Tománek,Vetrkovice u Vítkova,Moravskoslezský kraj
male,Kamil,M,Páleník,Trhové Sviny,Jihočeský kraj
male,Tomáš,V,Hrabec,Hýskov,Středočeský kraj
male,Dalibor,P,Kos,Bechyne,Jihočeský kraj
male,Jan,E,Ullmann,Holešov,Zlínský kraj
male,Oldřich,V,Lupták,Loket,Karlovarský kraj
male,Vasyl,L,Bui,Moravská Trebová 1,Pardubický kraj
female,Monika,A,Hosnedlová,Dubné,Jihočeský kraj
male,Tomáš,H,Beneš,Lovosice 2,Ústecký kraj
male,Lukáš,L,Janda,Petrovice u Rakovníka,Středočeský kraj
female,Klára,J,Víznerová,Strítež nad Ludinou,Olomoucký kraj
male,Jiří,A,Šanda,Klimkovice,Moravskoslezský kraj
female,Barbora,A,Palová,Príšovice,Liberecký kraj
male,Vlastimil,M,Medek,Letovice,Jihomoravský kraj
male,Jozef,Z,Houška,Havírov 4,Moravskoslezský kraj
female,Zuzana,Y,Šilhánová,Hroznová Lhota,Jihomoravský kraj
female,Noemi,V,Daněčková,Vrchlabí 4,Královéhradecký kraj
male,David,H,Sedlák,Cheb 2,Karlovarský kraj
male,Milan,H,Pinkava,Holice v Cechách,Pardubický kraj
male,Tomáš,Z,Tománek,Libice nad Cidlinou,Středočeský kraj
male,Tomáš,J,Netolický,Libice nad Doubravou,Kraj Vysočina
male,Jiří,M,Šebek,Sukorady,Ústecký kraj
male,Miloslav,K,Urban,Hvozd u Prostejova,Olomoucký kraj
male,Miroslav,L,Špunda,Cernošice,Středočeský kraj
male,Šimon,J,Duchoň,Žamberk,Pardubický kraj
male,Tomáš,M,Rak,Slatinice,Moravskoslezský kraj
male,Antonín,P,Vaněk,Ceská Lípa 2,Liberecký kraj
male,Jiří,I,Klimt,Frýdlant nad Ostravicí,Moravskoslezský kraj
male,Jaroslav,E,Voleský,Janov u Litomyšle,Pardubický kraj
female,Martina,J,Čulíková,Milín,Středočeský kraj
male,Jan,M,Novotný,Kašava,Zlínský kraj
male,Jan,Z,Krejčí,Kašava,Zlínský kraj
male,Jiří,P,Weiser,Šenov u Ostravy,Moravskoslezský kraj
male,Vladimír,R,﻿Svoboda,Louny 1,Ústecký kraj
male,Radim,M,Vojtěch,Ústí nad Labem 10,Ústecký kraj
female,Tereza,J,Šnoblová,Polná,Kraj Vysočina
male,Jiří,J,Pondělíček,Hostomice pod Brdy,Středočeský kraj
male,Miroslav,J,Fiala,Bernartice u Milevska,Jihočeský kraj
female,Eliška,D,Petříková,Hrádek nad Nisou,Liberecký kraj
male,Zdeněk,L,Tuček,Zruc nad Sázavou 1,Středočeský kraj
female,Monika,D,Matušková,Lovosice 2,Ústecký kraj
female,Ella,E,Prokešová,Kvasice,Zlínský kraj
female,Ilona,L,Dvořáková,Dolní Bukovsko,Jihočeský kraj
female,Johana,V,Marečková,Teplice 1,Ústecký kraj
female,Ludmila,J,Kotásková,Sviadnov,Moravskoslezský kraj
male,Patrik,P,Nguyen,Pacov,Kraj Vysočina
female,Božena,M,Nedvědová,Nová Pec,Jihočeský kraj
female,Martina,J,Čejková,Luštenice,Středočeský kraj
male,Pavel,B,Vilímek,Bystrice nad Pernštejnem,Kraj Vysočina
male,Karel,B,Žák,Vyšší Brod,Jihočeský kraj
male,David,J,Volný,Most 9,Ústecký kraj
male,Michal,Z,Mokrý,Stríbrec,Jihočeský kraj
male,Milan,F,﻿Dvořák,Opatovice nad Labem,Pardubický kraj
male,Lukáš,G,Trinh,Trhové Sviny,Jihočeský kraj
male,František,Z,Kubů,Zubrí,Zlínský kraj
male,Milan,P,Tuček,Stríbro,Plzeňský kraj
female,Simona,J,Havlová,Podebrady 1,Středočeský kraj
male,Marek,I,Smrček,Ceské Budejovice 7,Jihočeský kraj
male,Stanislav,J,Balík,Policka,Pardubický kraj
male,Vojtěch,J,Beran,Dolní Bousov,Středočeský kraj
male,Květoslav,P,Brunclík,Liberec 25,Liberecký kraj
female,Helena,S,Chmelařová,Snežné,Kraj Vysočina
male,Jan,E,Reif,Belotín,Olomoucký kraj
male,Pavel,M,Černý,Chráštany u Týna nad Vltavou,Jihočeský kraj
male,Vojtěch,H,Labaj,Valdice,Královéhradecký kraj
male,Anton,A,Matouš,Špindleruv Mlýn,Královéhradecký kraj
male,Milan,E,Mikšovský,Herálec u Havlíckova Brodu,Kraj Vysočina
male,Petr,M,Rychetský,Hranice 1,Olomoucký kraj
male,Jiří,J,Fischer,Domažlice 1,Plzeňský kraj
male,Radomil,R,Slezák,Strážovice,Jihomoravský kraj
male,Jiří,V,Kratochvíl,Jaromer 3,Královéhradecký kraj
male,Jaroslav,K,Nedvěd,Loštice,Olomoucký kraj
male,František,P,Ševčík,Nová Paka,Královéhradecký kraj
male,Radek,J,Solař,Jindrichuv Hradec 1,Jihočeský kraj
male,Miroslav,E,Spilka,Skocice,Jihočeský kraj
female,Jolana,F,Lišková,Velký Borek,Hlavní město Praha
male,Pavel,L,Černý,Šenov u Ostravy,Moravskoslezský kraj
female,Dana,S,Veselá,Vysoké Mýto,Pardubický kraj
male,Jindřich,M,Musil,Strmilov,Jihočeský kraj
male,Walter,P,Boháč,Tršice,Moravskoslezský kraj
male,Jaroslav,O,Pokorný,Kostelec nad Cernými Lesy,Středočeský kraj
male,Tomáš,V,Komárek,Vojkov,Středočeský kraj
female,Ludmila,P,Kropáčová,Kaznejov,Plzeňský kraj
male,František,M,Volf,Velim,Středočeský kraj
male,Martin,R,﻿Černý,Trutnov 1,Královéhradecký kraj
male,Vojtěch,Z,Zajac,Velehrad,Zlínský kraj
female,Věra,J,Motyčková,Stríbro,Plzeňský kraj
male,Lukáš,R,Dvořáček,Praha 101,Hlavní mesto Praha
male,Jaroslav,B,﻿Černý,Nedvedice,Jihomoravský kraj
female,Eva,J,Bečková,Malíkovice,Středočeský kraj
male,Zdeněk,M,Musial,Skalice nad Svitavou,Jihomoravský kraj
female,Daniela,A,Říhová,Kvetná,Zlínský kraj
male,Karel,I,Šula,Klatovy 1,Plzeňský kraj
female,Irena,A,Husáková,Chlum u Trebone,Jihočeský kraj
female,Marie,L,Radová,Damborice,Jihomoravský kraj
male,Ivo,P,Bareš,Hlušice,Královéhradecký kraj
male,Radim,L,Fousek,Mladá Vožice,Jihočeský kraj
male,Jiří,H,Svatoš,Louny 1,Ústecký kraj
male,Michal,M,Junek,Roudnice nad Labem,Ústecký kraj
male,Jan,R,Horský,Brandýsek,Středočeský kraj
male,Jaroslav,V,Šikl,Bohdalice,Jihomoravský kraj
female,Naděžda,V,Veselá,Svojšice u Kolína,Středočeský kraj
female,Hildegarda,J,Rábová,Volduchy,Plzeňský kraj
male,Tomáš,M,Částek,Cáslav,Středočeský kraj
male,Josef,M,Rusek,Rohle,Olomoucký kraj
male,Aleš,A,Sekanina,Slabce,Středočeský kraj
male,Adam,M,Kříž,Želechovice nad Drevnicí,Zlínský kraj
male,Jiří,M,Hubáček,Becov nad Teplou,Karlovarský kraj
male,Milan,J,Janda,Roudnice nad Labem,Ústecký kraj
male,David,I,Chládek,Hluboká nad Vltavou,Jihočeský kraj
male,Václav,P,Metelka,Dolní Loucky,Jihomoravský kraj
male,Vasyl,D,Jelínek,Vlastislav,Ústecký kraj
female,Jaroslava,R,Stuchlíková,Tišnov 1,Jihomoravský kraj
male,Pavel,K,Růžička,Cotkytle,Pardubický kraj
male,Ivoš,M,﻿Novotný,Cheb 2,Karlovarský kraj
male,Milan,R,Eliáš,Slavkov u Brna,Jihomoravský kraj
male,Michal,A,Břečka,Litomerice 1,Ústecký kraj
male,Matěj,I,Marek,Dubné,Jihočeský kraj
male,Petr,M,Malina,Prelouc,Pardubický kraj
male,Martin,T,Hlava,Karlštejn,Středočeský kraj
female,Denisa,V,Davídková,Breznice,Středočeský kraj
female,Hana,J,Kocurová,Ceská Lípa 6,Liberecký kraj
male,František,L,Jílek,Kunovice,Zlínský kraj
male,Jan,A,Pek,Chroboly,Jihočeský kraj
female,Zdeňka,R,Krejčiříková,Hostoun u Horšovského Týna,Plzeňský kraj
female,Zuzana,J,Hnilicová,Nechanice,Královéhradecký kraj
male,Roman,M,Švejda,Pelhrimov,Kraj Vysočina
male,Miloslav,H,Novotný,Prosec u Skutce,Pardubický kraj
male,Norbert,R,Beránek,Nezamyslice u Prostejova,Olomoucký kraj
male,Boris,B,﻿Novotný,Slušovice,Zlínský kraj
male,Jiří,N,Čížek,Dražice,Jihočeský kraj
male,Jaroslav,J,Brázda,Chyše,Karlovarský kraj
female,Diana,P,Poláchová,Moravská Trebová 1,Pardubický kraj
male,Zdeněk,Z,Polák,Dobruška,Královéhradecký kraj
female,Marie,M,Zábojníková,Jiríkov,Ústecký kraj
female,Kateřina,M,Mifková,Nový Bydžov,Královéhradecký kraj
male,Milan,E,Hamerský,Vílanec,Kraj Vysočina
female,Eva,J,Štefánková,Praha 28,Hlavní mesto Praha
female,Miloslava,J,Zemanová,Únanov,Jihomoravský kraj
female,Květuše,T,Kalousová,Cáslav,Středočeský kraj
male,Martin,L,Levý,Trebechovice pod Orebem,Královéhradecký kraj
male,Vojtěch,O,Matějka,Valašská Polanka,Zlínský kraj
female,Marie,D,Kubínová,Chrast u Chrudime,Pardubický kraj
female,Marcela,J,Chloupková,Kluky u Písku,Jihočeský kraj
male,Martin,M,Jelínek,Ježov,Jihomoravský kraj
male,Oliver,L,Janošec,Zlín 1,Zlínský kraj
female,Jana,T,Špačková,Dušejov,Kraj Vysočina
female,Veronika,S,Houfková,Blatná,Jihočeský kraj
male,Stanislav,N,Janata,Vysoké Mýto,Pardubický kraj
male,Václav,H,Vrána,Pelhrimov,Kraj Vysočina
female,Pavlína,O,Jozová,Semily,Liberecký kraj
male,Miloslav,O,﻿Svoboda,Brezová u Uherského Brodu,Zlínský kraj
female,Karolína,J,Tůmová,Mariánské Lázne 1,Karlovarský kraj
male,Jakub,M,Krčmář,Vratimov 1,Moravskoslezský kraj
male,Jaroslav,O,Hubáček,Cerníkovice,Královéhradecký kraj
male,Kamil,V,Le,Bohušovice nad Ohrí,Ústecký kraj
male,Tomáš,J,Maliňák,Starec,Kraj Vysočina
male,Branislav,H,Bílek,Jilemnice,Liberecký kraj
female,Veronika,T,Matoušková,Kozolupy,Plzeňský kraj
male,Jiří,A,Ježek,Lísek u Bystrice nad Pernštejnem,Kraj Vysočina
male,Tomáš,M,Ptáček,Nové Syrovice,Kraj Vysočina
female,Petra,Š,Volavková,Kostelec na Hané,Olomoucký kraj
male,Stanislav,V,Seman,Dobkovice u Decína,Ústecký kraj
male,VanHung,I,Hakl,Prostrední Becva,Zlínský kraj
male,Milan,O,Koutecký,Kostelní Hlavno,Středočeský kraj
male,Josef,R,Kovář,Žatec 1,Ústecký kraj
male,Miroslav,V,Holub,Krnov 1,Moravskoslezský kraj
male,Vladimír,T,Vlach,Brezno u Chomutova,Ústecký kraj
male,Antonín,L,Drahoš,Prachatice,Jihočeský kraj
male,Jiří,S,Hochman,Slabce,Středočeský kraj
female,Kateryna,R,Baďurová,Purkarec,Jihočeský kraj
male,Štěpán,J,Balcar,Blovice,Plzeňský kraj
female,Iveta,L,Dvořáková,Velká Lecice,Středočeský kraj
female,Jana,M,Vavříková,Zásmuky,Středočeský kraj
male,Ladislav,A,Skotnica,Opava 6,Moravskoslezský kraj
male,Ondřej,T,﻿Svoboda,Mochov,Středočeský kraj
male,Jiří,J,Ondráček,Šumvald u Unicova,Moravskoslezský kraj
male,David,D,Fiala,Decín 2,Ústecký kraj
female,Jaroslava,P,Plšková,Kozlovice,Moravskoslezský kraj
female,Irena,T,Bártková,Križanov,Kraj Vysočina
male,Tomáš,K,Havlíček,Ceské Mezirící,Královéhradecký kraj
female,Veronika,A,Vondráčková,Rousínov u Vyškova,Jihomoravský kraj
male,Josef,J,Blažej,Sezimovo Ústí 1,Jihočeský kraj
female,Eva,J,Rezková,Obrnice,Ústecký kraj
male,Tomáš,I,Kovář,Velké Opatovice,Jihomoravský kraj
female,Marie,D,Marková,Telc,Kraj Vysočina
male,Daniel,Z,Mayer,Doubravice u Dvora Králové nad Labem,Královéhradecký kraj
female,Štěpánka,P,Průchová,Bedihošt,Olomoucký kraj
female,Věra,J,Ungerová,Nezvestice,Plzeňský kraj
male,Jiří,J,Culek,Konešín,Kraj Vysočina
male,Miroslav,M,Sladký,Holešov,Zlínský kraj
male,Jakub,P,Karásek,Stárkov,Královéhradecký kraj
female,Lenka,V,Kokyová,Újezd u Valašských Klobouk,Zlínský kraj
male,Miroslav,B,Zahrádka,Dolní Kralovice,Středočeský kraj
male,Pavel,J,Dvořák,Sušice 1,Plzeňský kraj
male,Stanislav,I,Remeš,Dolní Nemcí,Zlínský kraj
male,Michal,M,Hejna,Lysice,Jihomoravský kraj
male,Karel,J,Bartošík,Ostrava 8,Moravskoslezský kraj
female,Jana,P,Myslivcová,Skuhrov nad Belou,Královéhradecký kraj
female,Kristýna,O,Víšková,Týn nad Vltavou 1,Jihočeský kraj
male,Jan,L,Doležal,Strakonice 1,Jihočeský kraj
male,Jan,H,Gloser,Ceská Lípa 2,Liberecký kraj
female,Danuše,J,Cvejnová,Príbor,Moravskoslezský kraj
male,Josef,J,Dubský,Polná,Kraj Vysočina
female,Veronika,J,Štarhová,Telc,Kraj Vysočina
female,Marie,J,Růžičková,Dolní Loucky,Jihomoravský kraj
male,Ladislav,R,Malák,Záhorí u Písku,Jihočeský kraj
female,Martina,F,Richterová,Chotevice,Královéhradecký kraj
male,Josef,D,Dostál,Únanov,Jihomoravský kraj
male,Tomáš,K,Svoboda,Strmilov,Jihočeský kraj
male,Josef,M,Novák,Breclav 2,Jihomoravský kraj
female,Olha,J,Ležáková,Plzen 16,Plzeňský kraj
male,Ladislav,M,﻿Kučera,Holešov,Zlínský kraj
male,Jiří,H,Starý,Tovacov,Olomoucký kraj
male,Miloš,M,Horák,Lysice,Jihomoravský kraj
male,Tomáš,E,Szturc,Chomutov 1,Ústecký kraj
male,Jiří,O,Honc,Kytlice,Ústecký kraj
male,Ondřej,M,Kaňka,Louny 1,Ústecký kraj
female,Štěpánka,P,Čermáková,Slavkov u Brna,Jihomoravský kraj
female,Natálie,P,Kašpárková,Brno 27,Jihomoravský kraj
male,František,P,Mikel,Štáblovice,Moravskoslezský kraj
male,Karel,P,Řezáč,Pernarec,Plzeňský kraj
male,Vladimír,I,Prokop,Hlinsko v Cechách 1,Pardubický kraj
male,Albert,V,Klečka,Varnsdorf 1,Ústecký kraj
male,Martin,M,Vích,Rudíkov,Kraj Vysočina
male,Miroslav,L,Smejkal,Olešnice u Ceských Budejovic,Jihočeský kraj
female,Svatava,S,Štěpánková,Plavy,Liberecký kraj
female,Daniela,J,Suchá,Cáslav,Středočeský kraj
male,Jiří,B,Toman,Ceský Brod,Středočeský kraj
male,Vladimír,A,Picek,Chotebor,Kraj Vysočina
female,Lenka,L,Matulová,Kromeríž 1,Zlínský kraj
male,Lukáš,D,Farkaš,Velké Opatovice,Jihomoravský kraj
male,Vladimír,K,Konečný,Sedlec-Prcice 1,Středočeský kraj
female,Hana,V,Nedomová,Lanškroun,Pardubický kraj
female,Šárka,B,Dostálková,Nové Mesto nad Metují 1,Královéhradecký kraj
female,Pavla,M,Bartošová,Hradec Králové 16,Královéhradecký kraj
male,Miroslav,Z,Ježek,Vetrní,Jihočeský kraj
male,Tomáš,M,Polák,Valašské Klobouky,Zlínský kraj
male,Karel,M,Nguyen,Mimon,Liberecký kraj
male,Jaroslav,J,Gavlas,Valašská Polanka,Zlínský kraj
female,Lenka,S,Voldánová,Mšeno u Melníka,Hlavní město Praha
male,David,I,Volf,Kremže,Jihočeský kraj
male,Petr,D,Sládek,Králíky,Pardubický kraj
female,Lucie,D,Dvořáčková,Jirkov 1,Ústecký kraj
male,František,A,Jurášek,Napajedla,Zlínský kraj
female,Olga,R,Vojířová,Libina,Olomoucký kraj
female,Marie,T,Svobodová,Vítkov 1,Moravskoslezský kraj
male,David,V,Bejček,Vrcen,Plzeňský kraj
female,Hana,V,Žižková,Líbeznice,Středočeský kraj
male,Yuriy,S,Tomeš,Grešlové Mýto,Jihomoravský kraj
male,Jiří,B,Stoklasa,Lázne Bohdanec,Pardubický kraj
male,Martin,I,Dostál,Domašov u Brna,Jihomoravský kraj
male,Tomáš,J,Bureš,Oloví,Karlovarský kraj
male,Ladislav,O,Smrž,Kolec,Středočeský kraj
male,Andrej,D,Růžička,Hnátnice,Pardubický kraj
female,Monika,P,Zemanová,Chocen 1,Pardubický kraj
male,Jaroslav,M,Novák,Velké Opatovice,Jihomoravský kraj
male,Roman,Z,Švarc,Moravský Beroun,Moravskoslezský kraj
female,Marta,M,Bartošová,Hostivice,Středočeský kraj
female,Eliška,M,Pavelková,Drahany,Olomoucký kraj
male,Josef,A,Hejna,Lomnice u Tišnova,Jihomoravský kraj
male,Marek,M,Spáčil,Dušejov,Kraj Vysočina
male,Antonín,H,Vrba,Cechy pod Kosírem,Olomoucký kraj
female,Romana,T,Čermáková,Nová Ves v Horách,Ústecký kraj
male,Pavel,P,Holman,Raná u Loun,Ústecký kraj
male,Josef,H,Tesař,Skutec,Pardubický kraj
female,Ludmila,P,Pokorná,Konstantinovy Lázne,Plzeňský kraj
male,Ladislav,J,Bureš,Pohorelice,Jihomoravský kraj
male,Patrik,J,Kolář,Vojkovice u Kralup nad Vltavou,Hlavní město Praha
female,Amálie,Z,Kolářová,Lázne Belohrad,Královéhradecký kraj
male,Miroslav,K,Jirásek,Rokycany 1,Plzeňský kraj
male,Tomáš,A,Svozil,Melnické Vtelno,Hlavní město Praha
female,Jaroslava,J,Bukovjanová,Jablonné nad Orlicí,Pardubický kraj
male,Ondřej,M,Dvořák,Holice v Cechách,Pardubický kraj
male,Pavel,M,Ivanov,Pyšely,Středočeský kraj
male,Martin,M,Holcman,Ivanovice na Hané,Jihomoravský kraj
male,Josef,J,Pražan,Zvoleneves,Středočeský kraj
female,Petra,Z,Bláhová,Rohozná u Policky,Pardubický kraj
male,Petr,E,Crha,Malešovice,Jihomoravský kraj
male,Josef,H,Měrka,Litomerice 1,Ústecký kraj
female,Pavla,V,Plocková,Praha 517,Hlavní mesto Praha
female,Iva,P,Martinková,Smidary,Královéhradecký kraj
male,Jan,A,Růžička,Kromeríž 1,Zlínský kraj
male,Petr,E,﻿Novotný,Strakonice 1,Jihočeský kraj
male,Marek,N,Kaňkovský,Opatovice nad Labem,Pardubický kraj
female,Jana,R,Paulová,Nemcice nad Hanou,Olomoucký kraj
male,Nikolas,I,﻿Novotný,Hulín,Zlínský kraj
male,Vladimír,J,Bartoš,Jablonec nad Nisou 5,Liberecký kraj
male,Marcel,J,Schindler,Žehun,Středočeský kraj
male,Petr,G,Lukáč,Ústí nad Labem 2,Ústecký kraj
male,Roman,L,Janouš,Teplice 1,Ústecký kraj
female,Jindřiška,A,Rybová,Holoubkov,Plzeňský kraj
male,Dan,M,Mertlík,Protivín,Jihočeský kraj
male,Vladimír,A,Balcárek,Nové Syrovice,Kraj Vysočina
female,Markéta,M,Pokorná,Žamberk,Pardubický kraj
male,Jaroslav,E,Koutník,Trebíc 1,Kraj Vysočina
female,Lenka,D,Hrušková,Jinocany,Středočeský kraj
female,Anna,K,Hlavatá,Jedovnice,Jihomoravský kraj
male,Miroslav,M,Brada,Horní Lidec,Zlínský kraj
male,Jan,K,Šafr,Žehun,Středočeský kraj
female,Jana,S,Weissová,Hrušky,Jihomoravský kraj
female,Silvie,V,Kolářová,Lysice,Jihomoravský kraj
female,Jarmila,O,Krátká,Zdice,Středočeský kraj
female,Jarmila,L,Široká,Krnsko,Středočeský kraj
male,Zdeněk,M,﻿Němec,Kamýk nad Vltavou,Středočeský kraj
male,Miroslav,M,Válek,Strachotice,Jihomoravský kraj
female,Jitka,P,Dohnalová,Pacov,Kraj Vysočina
male,Jan,R,Macoun,Kolinec,Plzeňský kraj
female,Světlana,J,Poláková,Dolní Slivno,Středočeský kraj
female,Alžbeta,D,Šišková,Plánice,Plzeňský kraj
male,Zdeněk,J,Pokorný,Decín 2,Ústecký kraj
female,Pavla,P,Marková,Valašská Bystrice,Zlínský kraj
female,Karolína,J,Benešová,Králuv Dvur u Berouna,Středočeský kraj
male,Filip,M,Křeček,Neratovice,Hlavní město Praha
male,Lumír,M,Janoušek,Ostrava 2,Moravskoslezský kraj
female,Vendula,A,Moravcová,Policka,Pardubický kraj
female,Alena,Z,Kudrnová,Nechanice,Královéhradecký kraj
male,Boris,M,Spálenka,Olomouc 9,Moravskoslezský kraj
female,Eva,V,Dvořáková,Dražice,Jihočeský kraj
male,Karel,J,Stareček,Rozhraní,Pardubický kraj
female,Naděžda,P,Podlešáková,Pelhrimov,Kraj Vysočina
male,Josef,Š,Ševčík,Polkovice,Olomoucký kraj
male,Tomáš,K,Vrána,Sobeslav,Jihočeský kraj
male,Miroslav,T,Jirout,Plzen 26,Plzeňský kraj
female,Jana,A,Šulcová,Hronov 1,Královéhradecký kraj
male,Miroslav,M,Mráz,Ivancice,Jihomoravský kraj
male,Jiří,N,﻿Černý,Velká Bíteš,Kraj Vysočina
male,Zdeněk,N,Berger,Rusava,Zlínský kraj
male,Jakub,M,Pokorný,Znojmo 2,Jihomoravský kraj
male,Václav,J,Holub,Konice,Olomoucký kraj
female,Marcela,R,Jindřichová,Stod,Plzeňský kraj
female,Karolína,J,Turoňová,Pacov,Kraj Vysočina
male,Jiří,R,Ježek,Dolní Bousov,Královéhradecký kraj
female,Petra,P,Tůmová,Kromeríž 1,Zlínský kraj
male,Jiří,J,Kalivoda,Horní Jiretín,Ústecký kraj
male,Yury,M,Kolomazník,Osecná,Liberecký kraj
male,Tomáš,M,Tkadlec,Rícany u Brna,Jihomoravský kraj
male,Michal,R,Sokolík,Lesonice,Kraj Vysočina
male,Jan,Š,Mikulka,Nezamyslice u Prostejova,Olomoucký kraj
female,Eva,J,Papežová,Vinicné Šumice,Jihomoravský kraj
female,Lenka,M,Krejčí,Rožmitál na Šumave,Jihočeský kraj
female,Růžena,V,Černá,Suchdol u Prostejova,Olomoucký kraj
female,Marie,M,Boumová,Strancice,Středočeský kraj
male,Miroslav,V,Štefek,Sezemice,Pardubický kraj
female,Hedvika,T,Ševců,Preštice,Plzeňský kraj
female,Andrea,P,Pokorná,Svitavy 2,Pardubický kraj
male,Vasyl,J,﻿Veselý,Všeruby u Kdyne,Plzeňský kraj
female,Pavla,O,Tomšíková,Unhošt,Středočeský kraj
male,Radek,D,Stojka,Osov,Středočeský kraj
female,Lucie,J,Lorencová,Chomutov 1,Ústecký kraj
male,Jiří,J,Tecl,Kynšperk nad Ohrí,Karlovarský kraj
male,Vítězslav,J,Dlask,Písecná u Žamberka,Pardubický kraj
male,Miroslav,S,Švehla,Ústí nad Labem 2,Ústecký kraj
male,Jan,L,﻿Horák,Turovec,Jihočeský kraj
female,Marina,M,Kloučková,Pardubice 2,Pardubický kraj
male,Martin,M,Nemrava,Smidary,Královéhradecký kraj
male,Miloš,H,Šimek,Krajková,Karlovarský kraj
male,Jan,T,Vršecký,Strakonice 1,Jihočeský kraj
male,Jaroslav,D,Marek,Ceský Brod,Středočeský kraj
female,Dagmar,M,Chourová,Svatoborice,Jihomoravský kraj
male,František,B,Bláha,Ceská Lípa 2,Liberecký kraj
female,Marcela,V,Machalová,Ledec nad Sázavou,Kraj Vysočina
male,Václav,A,Horák,Holice v Cechách,Pardubický kraj
male,Radim,M,Mach,Cestice,Jihočeský kraj
male,Roman,D,Javůrek,Kamenicky,Pardubický kraj
female,Marie,J,Zdeňková,Stehelceves,Středočeský kraj
male,Václav,K,Němec,Slavicín,Zlínský kraj
male,David,V,Macků,Zdice,Středočeský kraj
male,Jaroslav,Z,Košina,Velké Hamry,Liberecký kraj
male,Jan,M,Svoboda,Kralice na Hané,Olomoucký kraj
male,Vladimír,J,Jebavý,Cestice,Jihočeský kraj
male,Jiří,L,Kalina,Jabkenice,Středočeský kraj
male,Miloslav,N,Krejčí,Aš 1,Karlovarský kraj
male,Vladislav,B,Krčil,Týn nad Vltavou 1,Jihočeský kraj
male,Jakub,M,Gabriel,Nová Vcelnice,Jihočeský kraj
female,Eva,T,Burianová,Teplice nad Metují,Královéhradecký kraj
male,Josef,J,Mudroch,Lomnice u Tišnova,Jihomoravský kraj
