Gender,GivenName,MiddleInitial,Surname,City,State
female,Alfonsa,G,Zito,La Valle Agordina,BL
male,Ferruccio,N,Pinto,Montecreto,MO
female,Neera,A,Lombardi,Crespiano,MS
male,Fabio,G,Piccio,Giardini Naxos,ME
male,Benvenuto,M,Bianchi,Cannole,LE
male,Nazario,I,Bellucci,Ponteromito,AV
female,Gigliola,R,Napolitani,Valpelline,AO
male,Prudenzio,V,Napolitano,Borghetto Borbera,AL
male,Iacopo,F,Endrizzi,Palata,CB
male,Isacco,S,Ferrari,Barghe,BS
male,Oreste,S,Toscani,Castiglione Messer Raimondo,TE
male,Ambrosino,B,Pugliesi,Celso,SA
male,Frediano,I,Genovesi,Marciaso,MS
male,Federico,E,Barese,Gesuiti,CS
female,Quintina,G,Esposito,San Foca,PN
male,Piero,B,Palermo,Onara,PD
male,Calimero,F,Baresi,Latina Scalo,LT
male,Abelino,E,Pinto,Santerno,RA
male,Rosario,T,Baresi,Rittana,CN
male,Aloisio,V,Marcelo,Marrara,FE
male,Gualtiero,F,Esposito,Marane,AQ
female,Emma,B,Bruno,Lozza,VA
male,Venerando,A,Siciliani,Alassio,SV
male,Silvano,P,Ferri,Carraia,LU
male,Gualtiero,A,Russo,Zafferia,ME
male,Gaetano,V,Rizzo,Montegrosso D'Asti Stazione,AT
male,Terenzio,A,Esposito,Cerano,NO
female,Giorgia,S,Sagese,Doberdo' Del Lago,GO
male,Mariano,C,Milani,Campeglio,UD
female,Ambretta,S,Russo,Calascio,AQ
male,Raimondo,I,Lo Duca,Pietrafitta,CS
male,Eberardo,L,Genovesi,Monrupino,TS
male,Ugo,F,Esposito,Sacile,PN
male,Arnaldo,I,Siciliano,Conca Dei Marini,SA
male,Carmelo,A,Lori,Fabro Scalo,TR
male,Virgilio,L,Lettiere,Palazzuolo Sul Senio,FI
male,Deodato,V,Lo Duca,Santa Lucia Di Serino,AV
male,Ruggero,L,Baresi,Missanello,PZ
female,Generosa,A,Lucciano,Ostia Antica,RM
male,Angelo,F,Rizzo,Gualdo Di Macerata,MC
male,Edmondo,B,Udinese,Framura,SP
male,Benedetto,A,Mazzanti,Scopello,VC
female,Livia,E,Pisano,Lavenone,BS
male,Agamennone,R,Udinesi,Monguzzo,CO
female,Tranquilla,I,Schiavone,Fonteno,BG
male,Guerrino,A,Piazza,Ospitale Di Cadore,BL
male,Vitale,E,Mazzi,Colle San Magno,FR
male,Alfio,L,Romani,Bistagno,AL
male,Alberico,L,Padovesi,Chiesanuova,LE
male,Tito,M,Castiglione,Osilo,SS
male,Uberto,I,Sabbatini,Sferracavallo,PA
female,Antonella,G,Davide,Redagno,BZ
male,Edmondo,F,Barese,Scandiano,RE
female,Flaviana,U,Fallaci,Cafasse,TO
male,Elide,A,Lettiere,Lestizza,UD
male,Livio,D,Pagnotto,Fosse,VR
female,Fortunata,A,DeRose,San Germano Chisone,TO
male,Agostino,R,Mazzanti,Garbagna Novarese,NO
male,Ugo,I,Romano,Mirabello Di Cantu,CO
male,Tarquinio,J,Trevisan,Spezzano Piccolo,CS
female,Lina,O,Greece,Marina Di Sant'Andrea Jonio,CZ
female,Valentina,L,Sabbatini,San Piero A Ponti,FI
male,Giuliano,A,Gallo,Paderno Del Grappa,TV
male,Samuele,A,Siciliani,Terelle,FR
male,Orlando,Q,Milanesi,St. Martin in Thurn,BZ
male,Alfredino,A,Davide,Montelparo,AP
male,Costanzo,S,Calabrese,Fiumefreddo Di Sicilia,CT
male,Fabrizio,N,Li Fonti,Gatteo Mare,FO
male,Orazio,L,Piccio,Vialfre,TO
male,Ramiro,G,Padovano,Madone,BG
male,Domenico,C,Ricci,Busso,CB
male,Fausto,C,Ferri,Cossano Canavese,TO
male,Aloisio,T,Trentini,Lucignano,AR
female,Caterina,F,Mazzi,Mozzecane,VR
male,Crispino,L,Ferrari,Valganna,VA
male,Ambrosino,L,Lo Duca,Bisaccia,AV
male,Cesare,A,Lombardo,Redondesco,MN
male,Lazzaro,A,Palermo,Delianuova,RC
male,Adolfo,G,Schiavone,Castel Del Giudice,IS
male,Guerrino,A,Mancini,Algua,BG
male,Leo,W,Bergamaschi,Montespecchio,MO
male,Ferdinando,B,Padovesi,Triangia,SO
female,Irma,A,Palerma,Usseaux,TO
male,Abelardo,M,Siciliano,Scala,SA
female,Livia,F,Romani,Bovisio Masciago,MI
male,Michelangelo,N,Pugliesi,Rosciano,PE
male,Olindo,A,Marcelo,Poggio Terzarmata,GO
female,Ines,C,Pagnotto,Nereto,TE
male,Eduardo,I,Marino,Santuario Di Montevergine,AV
female,Angelina,P,Toscano,San Pietro Di Scafati,SA
female,Ornella,B,Ricci,Temu,BS
male,Eleuterio,C,Marchesi,Giussago,PV
male,Venanzio,C,Bianchi,Strada,MC
male,Tito,E,Milani,Castel Trosino,AP
female,Pasqualina,R,Marcelo,Verona,VR
male,Valentino,D,Beneventi,St. Valentin an der Heide,BZ
male,Giordano,I,Russo,Stezzano,BG
female,Calliope ,F,Mancini,Borrello Di San Mauro Castelverde,PA
male,Giulio,P,Romano,Vighizzolo Di Cantu,CO
male,Rolando,G,Mazzanti,Passatempo,AN
male,Lodovico,P,Trentino,Vinco,RC
male,Stanislao,A,Udinese,Colle Di Roio,AQ
male,Petronio,A,Costa,Bosco Sant'Ippolito,RC
male,Amerigo,N,Sal,Grilli,GR
male,Luigi,G,Dellucci,Gravina In Puglia,BA
male,Protasio,R,Rossi,Montepetra,FO
male,Giancarlo,F,Trevisani,Casali,CS
female,Augusta,E,Boni,Lotta,MO
male,Adolfo,M,Fiorentini,Vedelago,TV
male,Sante,Q,Fanucci,Tommaso Natale,PA
male,Camillo,P,Milano,Cargedolo,MO
female,Benedetta,A,Romani,Taceno,LC
male,Basso,E,Lombardo,Rio Nell'Elba,LI
male,Learco,F,Iadanza,Monteriggioni,SI
male,Amedeo,D,Ferri,Altavilla Silentina,SA
female,Leonida,F,Beneventi,Roma,RM
female,Italia,S,Lombardo,Villa Ottone,BZ
female,Matilde,A,Manna,Abbatesse,RA
female,Aida,L,DeRose,Ossuccio,CO
female,Lia,E,Pisano,Capalbio Stazione,GR
male,Caio,N,Milanesi,Nuova Cliternia,CB
male,Marco,F,Pisani,Corniglia,SP
male,Fidenzio,R,Lettiere,Tricesimo,UD
male,Arcangelo,A,Fallaci,Caltabellotta,AG
female,Lucrezia,C,Davide,Cusano Milanino,MI
female,Ninfa,E,Rossi,Campodenno,TN
male,Furio,I,DeRose,Bottidda,SS
male,Sesto,T,Longo,Vall'alta,BG
female,Lidia,Q,Trevisani,Desio,MI
female,Fulgenzia,G,Onio,Bagnolo Di Lonigo,VI
female,Agata,L,Zito,Tora,CE
male,Alvaro,A,Davide,Sant'Antonio Ruinas,OR
male,Quirico,L,Marchesi,Molino Di Bascio,PG
female,Cora,W,Udinesi,Arzene,PN
male,Gianetto,F,Colombo,Pavignano,BI
male,Quinzio,M,Lori,Montecosaro,MC
male,Deodato,P,Fanucci,Rovolon,PD
male,Alfredino,V,Pisano,Scanzano,MT
female,Edvige,A,Castiglione,Bari Sardo,NU
male,Leone,A,Bellucci,Vago,VR
male,Lionello,M,Buccho,Col San Martino,TV
male,Ambrogino,D,Buccho,Luddui,NU
male,Azeglio,V,Marino,Gravina In Puglia,BA
male,Lazzaro,G,Sagese,Cagliari,CA
female,Elvira,E,Palerma,Passo Del Tonale,TN
male,Federico,L,Cattaneo,Lorica,CS
male,Espedito,R,Milani,San Chiaffredo,CN
male,Venanzio,G,Greco,Pordenone,PN
male,Girolamo,C,Pisani,Nicolosi,CT
male,Adalberto,L,Siciliani,Ardenza,LI
male,Edilio,T,DeRose,Serbadone,RN
female,Doda,C,Pirozzi,Napoli,NA
male,Albino,V,Fanucci,Baudenasca,TO
female,Santina,E,Pisani,Rosate,MI
male,Crispino,P,Udinese,Sarconi,PZ
female,Lionella,E,Mazzi,San Mango Piemonte,SA
female,Daria,I,Palermo,Tronzano Lago Maggiore,VA
male,Savino,D,Toscano,Fossato Ionico,RC
male,Olinto,M,Pagnotto,Niederdorf,BZ
male,Salvo,C,Li Fonti,Podenzana,MS
male,Silvano,F,Padovano,Bruzzano Zeffirio,RC
female,Ileana,A,Milani,Villate,TO
male,Celso,L,Lucciano,Roccalbegna,GR
male,Carmine,A,Milano,Sa Pischera,NU
male,Nunzio,A,Esposito,Monteferrante,CH
female,Natalina,P,Russo,Vidiciatico,BO
female,Nilde,A,Mazzi,Venegono Superiore,VA
male,Eberardo,P,Cocci,Montoro Superiore,AV
male,Manuel,D,Castiglione,Campolongo Sul Brenta,VI
female,Artemisia,T,Calabrese,Malgolo,TN
male,Quinto,S,Pisani,San Ponso,TO
male,Ignazio,P,Dellucci,Ravalle,FE
male,Eduardo,T,Bruno,Baucina,PA
male,Fedele,R,DeRose,Senales,BZ
male,Ivo,D,Pisano,Mozzecane,VR
male,Ivone,A,Zito,Valprato Soana,TO
male,Alfredo,A,Manna,Castelseprio,VA
male,Egidio,I,Greece,Quinzano,VR
female,Carmela,C,Sal,Donnici Superiore,CS
male,Amaranto,C,Pisano,Polia,VV
male,Adolfo,V,Bergamaschi,San Michele Cavana,PR
male,Primo,L,De Luca,Bari,BA
male,Brancaleone,A,Fiorentino,Sardigliano,AL
female,Enza,A,Giordano,Prime Case,RI
male,Gerardo,D,Genovese,Morterone,LC
male,Geremia,R,Padovesi,Castello,PT
male,Aurelio,D,Davide,Cenova,IM
female,Lioba,P,Lucciano,Galdo Cilento,SA
female,Mafalda,A,Li Fonti,Torsa Di Pocenia,UD
male,Artemio,A,Nucci,Pieve Santa Luce,PI
female,Filiberta,G,Conti,Ducenta,RA
female,Proserpina,C,Colombo,Gaggiano,MI
male,Bruto,N,Baresi,Moltrasio,CO
female,Manuela,A,Arcuri,Montalcinello,SI
female,Ilenia,A,Calabresi,Valentano,VT
male,Romolo,O,Palerma,Pastorello,PR
male,Vincenzo,A,De Luca,Madruzzo,TN
male,Ernesto,P,Cocci,Fontevivo,PR
female,Giuditta,C,Palermo,Osnago,LC
female,Orsola,L,Gallo,Azeglio,TO
male,Dionisio,L,Toscano,Salasco,VC
male,Geronimo,C,Marino,Pieve Di Soligo,TV
male,Oberto,G,Nucci,Grimaldi Di Ventimiglia,IM
male,Siro,L,Toscani,Canistro,AQ
male,Serafino,M,Bianchi,San Mauro Mare,FO
female,Gisella,D,Lettiere,Piedimonte San Germano,FR
male,Fidenzio,F,Pugliesi,Venezia,VE
female,Gina,E,Pinto,Piombino,LI
female,Fabrizia,S,Boni,Strada In Chianti,FI
male,Basilio,N,Pisano,Misilmeri,PA
male,Proserpio,G,Longo,Soldano,IM
female,Abela,E,Trentino,Gorino Di Goro,FE
male,Severino,I,Trevisano,Pratiglione,TO
female,Nella,M,Pinto,Roncadelle,BS
male,Dionisio,L,Lucchese,Saltocchio,LU
female,Penelope,E,Manna,Briona,NO
female,Lucrezia,D,Rossi,Cellena,GR
female,Gianna,A,Loggia,Roccarainola,NA
male,Fabio,A,Greco,Burago Di Molgora,MI
male,Ildebrando,Q,Greece,Tomba Di Nerone,RM
male,Elio,C,Greece,Arzachena,SS
female,Maria Grazia,B,Angelo,Bassano In Teverina,VT
male,Galeazzo,B,Conti,Montegaldella,VI
female,Dafne ,G,Rizzo,Raggiolo,AR
female,Germana,A,Lombardi,Passo Stelvio,SO
male,Renzo,A,Napolitani,San Gillio,TO
male,Camillo,B,Onio,Acqui Terme,AL
male,Saverio,A,Castiglione,Ancona,AN
male,Primo,R,Angelo,Cedas,TS
female,Federica,V,Trentini,Brucianesi,FI
male,Quirico,D,Palerma,Ripacorbaria,PE
female,Gloria,A,Lo Duca,San Severino Lucano,PZ
male,Severo,B,Lombardo,Frossasco,TO
male,Quintiliano,G,Zetticci,Serravalle Sesia,VC
female,Leila,B,Esposito,Bagnolo Cremasco,CR
male,Alcide,G,Pagnotto,Valle Di Maddaloni,CE
male,Ferruccio,A,Romano,Le Castella,LT
female,Vera,B,Fiorentini,Ursini,RC
female,Fortunata,A,Panicucci,Pettorano Sul Gizio,AQ
male,Andrea,A,Mazzanti,Perloz,AO
male,Giulio,P,Bellucci,Collemoresco,RI
male,Colombano,D,Onio,Giacciano Con Baruchella,RO
male,Umberto,L,Colombo,Capriglio,PR
female,Cristina,A,Esposito,Pozzi San Michele Tagliamento,VE
male,Carmelo,M,Gallo,Camaldoli,AR
female,Lodovica,S,Siciliani,Barberino Val D'Elsa,FI
male,Fedele,L,Bellucci,Sasso D'Ombrone,GR
female,Cecilia,A,Angelo,Acireale,CT
male,Attilio,I,Ferrari,Poggio Terzarmata,GO
male,Ulisse,G,Bergamaschi,Corio,FE
male,Vitale,N,Pirozzi,Brescia,BS
male,Alessandro,I,Li Fonti,Pianche,CN
male,Vivaldo,S,Udinese,Bivona,AG
male,Siro,D,Barese,Castelnovo Bariano,RO
female,Antonella,P,DeRose,Acquafredda,BS
male,Giancarlo,N,Piazza,Garbagna,AL
female,Delinda,M,Manfrin,Erula,SS
male,Benito,E,Monaldo,Trevignano,TV
male,Amilcare,T,Marcelo,Bonea,BN
female,Isabella,U,Trevisano,Abatemarco,SA
female,Gemma,I,Ferri,Sanarica,LE
male,Calogero,C,Costa,Poggio Imperiale,FI
male,Carmen,L,Li Fonti,Montalbano Elicona,ME
male,Aleardo,E,Manfrin,Ponte Di Brenta,PD
female,Mirella,G,Lo Duca,Centa San Nicolo,TN
female,Maria Rosa,S,Mancini,Pignataro Maggiore,CE
male,Amalio,B,Colombo,Roma,RM
male,Adelmio,E,Trevisano,Castelfondo,TN
female,Nora,M,Zetticci,Plataci,CS
male,Egidio,L,Cremonesi,Uggiano Montefusco,TA
male,Silvio,M,Lucchesi,Torrita Tiberina,RM
female,Ella,E,Esposito,Pianoro,BO
female,Libera,R,Russo,Vita,TP
male,Gaetano,R,Boni,Loria,TV
male,Elio,A,Buccho,Albugnano,AT
female,Abelina,C,Monaldo,Pettorazza,RO
male,Alceo,G,Zetticci,Cura Carpignano,PV
male,Abele,M,Bergamaschi,Pietrapaola,CS
male,Generoso,L,Ferri,Acqua Di Corsari,PA
female,Miranda,I,Ferrari,San Lorenzo In Noceto,FO
male,Felice,L,Mazzanti,Magnano,BI
female,Speranza,A,Padovesi,San Sostene Marina,CZ
female,Fioretta,C,Endrizzi,Boretto,RE
female,Arianna,G,Moretti,Marina Di Belvedere Marittimo,CS
male,Silvio,C,Sagese,Tollegno,BI
female,Lilla,L,Pisano,Ponzo' Bovecchio,SP
male,Emiliano,C,Lucciano,Pianezze San Lorenzo,VI
female,Maura,I,Lucchesi,Posada,NU
male,Fortunato,F,Loggia,Monterotondo Stazione,RM
male,Medardo,G,Padovesi,Moranego,GE
female,Nicla,C,Romano,Serravalle Langhe,CN
male,Salomone,S,Napolitano,Dambel,TN
female,Emilia,R,Romani,Cravanzana,CN
male,Olinto,I,Loggia,Suio Terme,LT
male,Crescenzo,D,Ferrari,Ischia,NA
male,Marco,E,Marino,Manocalzati,AV
female,Giuseppa,F,Lucchese,Catania,CT
male,Secondo,V,Lombardo,Cordignano,TV
male,Consuelo,A,Angelo,Cisliano,MI
male,Mario,E,Bergamaschi,Zambana,TN
male,Teresio,I,Castiglione,Redona,BG
male,Ovidio,D,Longo,San Giorgio Delle Pertiche,PD
male,Isaia,N,Colombo,Campiglia D'Orcia,SI
male,Casimiro,G,Greco,Castellaro,IM
male,Alcide,A,Pinto,Cordenons,PN
male,Baldovino,A,Zito,Vescovana,PD
female,Alfonsina,D,Panicucci,San Giuseppe Jato,PA
female,Ines,D,Napolitano,Bazzano,AQ
male,Oronzo,L,Trevisani,Givoletto,TO
male,Isacco,U,Lombardo,Rosignano Monferrato,AL
male,Manlio,R,Pagnotto,Ancona,AN
male,Fulvio,C,Calabrese,Porto Sant'Elpidio,AP
male,Giordano,A,Trentini,Fossalto,CB
female,Chiara,A,Lori,Plan Felinaz,AO
male,Lamberto,L,Nucci,Marroneto,GR
male,Ignazio,F,De Luca,Sambiase Di Lamezia Terme,CZ
male,Ambrogino,V,Sal,Cornovecchio,LO
female,Tranquilla,A,Milano,Tessello,FO
female,Quartilla ,O,Baresi,Cerreto Di Spoleto,PG
male,Gino,A,Milano,Mirabello Di Cantu,CO
male,Baldo,E,Sabbatini,Briga Novarese,NO
male,Filippo,U,Li Fonti,La Murgetta,BA
female,Quintina,A,Marchesi,Usini,SS
female,Domenica,U,Rizzo,Capriate San Gervasio,BG
male,Abbondanzio,I,Palermo,Sala Comacina,CO
female,Lionella,P,Cocci,Contursi Terme,SA
male,Valente,V,Piccio,Terdobbiate,NO
male,Celso,F,Lucciano,Polino,TR
male,Roberto,A,Palerma,Sassetta,LI
male,Lealdo,A,Greco,Santo Stefano D'Aveto,GE
male,Crescente,F,Zito,Miramare Di Rimini,RN
male,Medardo,S,Onio,Copparo,FE
male,Simone,F,Russo,Riardo,CE
female,Emilia,N,Udinese,Santa Sofia,FO
male,Alceo,A,Genovese,Villafrati,PA
male,Gandolfo,C,Milano,Castel D'Emilio,AN
male,Lanfranco,G,Esposito,Castagna,CZ
female,Leila,E,Calabresi,Brusaporto,BG
male,Orso,C,Manna,Castelvetrano,TP
female,Sara,A,Trentini,Marianella,NA
female,Gerardina,P,Costa,Emarese,AO
female,Giuditta,C,Lombardi,Veveri,NO
male,Tullio,C,Rossi,Roma,RM
female,Veronica,M,Pagnotto,Belforte All'Isauro,PG
male,Mattia,L,Iadanza,Passetto,RO
male,Callimaco,P,Milanesi,Alessandria Del Carretto,CS
male,Consuelo,B,Manfrin,Norbello,OR
female,Rosaria,O,Fanucci,Caramagna Piemonte,CN
male,Landro,F,Dellucci,Sant'Angelo Romano,RM
male,Gioele,G,Genovesi,Seravezza,LU
female,Annunziata,B,Ricci,Sabbioni,CR
female,Brunilde,C,DeRose,Torino,TO
female,Isidora,D,Sal,Piano D'Api,CT
male,Beato,F,Padovesi,Lettopalena,CH
male,Ercole,D,Colombo,Civitella Roveto,AQ
male,Italo,A,Trentini,San Sperate,CA
female,Rebecca,G,Pugliesi,Ponte Taro,PR
female,Milena,A,Sal,Arpuilles,AO
female,Rosaria,A,Pinto,Sgurgola,FR
female,Norma,N,Sal,Maglie,LE
male,Generoso,S,Panicucci,Musignano,VT
male,Stanislao,M,Rizzo,Conca Casale,IS
male,Spartaco,M,Giordano,Erchie,BR
male,Tancredi,A,Cattaneo,San Bernardo D'Ivrea,TO
male,Consuelo,M,Palerma,Belpasso,CT
female,Natalina,D,Trevisan,Pincara,RO
female,Natalina,V,Mancini,Borgo San Martino Di Cerveteri,RM
female,Eugenia,G,Ferrari,Mezzana Mortigliengo,BI
female,Leda,L,Fanucci,Sulden,BZ
female,Elisa,G,Pugliesi,Rio Salso,PG
male,Alfredo,L,Lucchese,San Damiano,MI
male,Beniamino,T,Manna,Ponzo' Bovecchio,SP
male,Stanislao,D,Onio,Castelliri,FR
male,Fedele,M,Zetticci,Menaggio,CO
male,Fantino,A,Marino,Villa Opicina,TS
male,Facondo,J,Castiglione,Caprile,FR
male,Leonide,G,Fanucci,Casola,NA
male,Valter,M,Capon,Orvieto,TR
male,Mauro,D,Castiglione,Macciadosa,SS
male,Ciriaco,G,Padovano,Corigliano Calabro Stazione,CS
male,Vittore,A,Marcelo,Nuraxinieddu,OR
male,Terzo,L,Trevisani,Venco,GO
male,Lucius,D,Onio,Castello Dell'Acqua,SO
male,Emidio,R,Trevisani,Maggio,LC
male,Lazzaro,F,Trevisani,San Vito,RN
male,Arnaldo,S,Bellucci,Taleggio,BG
female,Calliope ,C,Folliero,Castel Di Judica,CT
male,Orso,L,Angelo,Castello Matese,CE
male,Terenzio,E,Schiavone,Villanova Monferrato,AL
male,Paride,M,Endrizzi,Fossato Di Vico,PG
male,Prudenzio,G,Milanesi,Chiozzola,PR
male,Lucius,E,Piazza,Camposampiero,PD
male,Albano,M,Lucchesi,Villalba,CL
male,Quinto,A,Udinesi,San Cesareo,RM
male,Alfredino,V,Angelo,Melizzano,BN
female,Ausonia,V,Bruno,Borgomale,CN
male,Orlando,L,Greece,Monte Colombo,RN
female,Santa,P,Bruno,Anterselva,BZ
male,Cassio,E,Costa,Frignano,CE
male,Raul,F,Cremonesi,Grantorto,PD
female,Ginevra,C,Pirozzi,Priacco,TO
male,Libero,G,Lorenzo,Renon,BZ
female,Marzia,C,Baresi,Mezzogoro,FE
female,Quintilia,N,Barese,Piscinola,NA
female,Sabina ,G,Romani,Matrice,CB
male,Stefano,C,Greco,Fossacesia,CH
male,Raul,F,De Luca,Unsere liebe Frau im Walde,BZ
male,Alfio,D,Milanesi,Messina,ME
male,Libero,F,Conti,Genova,GE
male,Quintiliano,L,Palermo,Vallinfreda,RM
male,Medoro,S,Cremonesi,Ponte Tresa,VA
male,Gaetano,A,Manfrin,Soragna,PR
male,Napoleone,G,Udinesi,Caldera,ME
male,Pio,A,Padovesi,Castel Del Bosco,TO
male,Agatino,L,Bellucci,Lungro,CS
male,Tullio,N,Greco,Castiglione Marittimo,CZ
male,Angelico,M,Pugliesi,Bellusco,MI
male,Carmen,B,Colombo,Genova,GE
female,Abela,C,Trevisano,Trasaghis,UD
female,Fedra,D,Trentino,Pessola,PR
male,Cataldo,A,Mazzanti,Novara Di Sicilia,ME
female,Gilda,N,Mancini,Rigolato,UD
male,Regolo,G,Marino,Casafredda,CE
male,Gandolfo,R,Lucchesi,Collina,PT
male,Bertoldo,E,Iadanza,Sasso Di Neviano,PR
male,Crispino,A,Marcelo,Scannabue,CR
male,Giorgio,M,Sal,Castellania,AL
male,Albino,A,Ferri,Vetrale,SA
male,Benedetto,L,Colombo,Limbiate,MI
male,Gabriele,C,Milano,Pietra Marazzi,AL
female,Lorenza,N,Costa,Cercivento,UD
male,Olinto,Q,Lorenzo,Superga,TO
male,Ivan,B,Trevisani,San Nicola,FG
female,Silvana,A,Zetticci,Bordano,UD
female,Maddalena,P,Palerma,Genova,GE
male,Amalio,G,Mancini,Sant'Angelo Fasanella,SA
female,Giuseppa,L,Ferrari,Madruzzo,TN
male,Gilberto,A,Greco,Gattaia,FI
male,Simone,D,Udinesi,Madonna Del Piano,FR
male,Publio,V,Rossi,San Vincenzo,LI
male,Vittorio,N,Li Fonti,Pratora Sarrottino,CZ
male,Gioacchino,G,Lucciano,San Roberto,RC
male,Giacomo,F,Piazza,Pavignano,BI
male,Ivano,C,Davide,Candidoni,RC
male,Nazzareno,P,Calabresi,Collemarino,AN
male,Gregorio,F,Mazzanti,Ancona,AN
male,Angelico,E,Calabresi,Madruzzo,TN
male,Savino,N,Sal,Piazza Di Pandola,AV
male,Abelino,M,Ferri,Puntaldia,NU
male,Olindo,F,Pugliesi,Villa D'Adda,BG
male,Ivano,P,Sagese,Trausella,TO
male,Crescente,A,Greco,Roccamorice,PE
female,Tranquilla,A,Napolitano,Mugarone,AL
female,Milena,C,Mazzanti,Cala Liberotto,NU
male,Basso,P,Longo,Palazzo D'Assisi,PG
male,Adelmo,S,Toscano,Caspoli,CE
male,Berengario,Q,Lucciano,Carbonera,TV
male,Ezio,I,Zito,Foen,BL
female,Annabella,S,Capon,Marliana,PT
male,Benigno,F,Cattaneo,Alessandria,AL
male,Rinaldo,I,Onio,Gairo,NU
male,Lelio,S,Trevisano,Ronco Campo Canneto,PR
female,Giuliana,F,Zetticci,Marsango,PD
male,Adalgiso,L,Cremonesi,Villanova Del Battista,AV
male,Tolomeo,D,Genovesi,Borgo La Loggia,AG
male,Flavio,A,Palerma,Viadana,MN
male,Salvo,S,Genovese,Sepino,CB
female,Ottavia,S,Lucchesi,Jerago Con Orago,VA
male,Lelio,F,Trevisan,Borgoratto Alessandrino,AL
male,Erminio,D,Romani,Conca Casale,IS
male,Vinicio,A,Palermo,Montiano,GR
male,Elvio,R,Schiavone,Puianello,RE
male,Gastone,F,Milano,Balze,FO
male,Tiziano,C,Napolitano,Varapodio,RC
male,Azelio,B,Sagese,Vigarano Mainarda,FE
male,Edgardo,V,Milano,Telve Di Sopra,TN
