Gender,GivenName,MiddleInitial,Surname,City,State
male,Rule,M,Bouchard,MARSEILLE,Provence-Alpes-Côte d'Azur
male,Landers,Z,Dostie,DRAGUIGNAN,Provence-Alpes-Côte d'Azur
male,Orson,L,Dufour,LA TESTE-DE-BUCH,Aquitaine
female,Blanchefle,L,Narcisse,ANGERS,Pays de la Loire
female,Catherine,M,Voisine,DOUAI,Nord-Pas-de-Calais
male,Georges,Z,Beaudouin,FORBACH,Lorraine
female,Berangaria,A,Chabot,BRUNOY,Île-de-France
male,Harbin,A,Lamoureux,MONTPELLIER,Languedoc-Roussillon
male,Beltane,C,Perillard,CANNES-LA-BOCCA,Provence-Alpes-Côte d'Azur
male,Malagigi,C,Parenteau,VILLENEUVE-LA-GARENNE,Île-de-France
female,Durandana,C,Goulet,SCHILTIGHEIM,Alsace
female,Logistilla,A,Legault,LES ABYMES,Guadeloupe
female,Jeannine,T,Gougeon,METZ,Lorraine
male,Vincent,C,Jodion,NICE,Provence-Alpes-Côte d'Azur
female,Bradamate,V,Charbonneau,MALAKOFF,Île-de-France
male,Gradasso,A,Brian,MONTROUGE,Île-de-France
male,Tanguy,P,Duffet,ÉLANCOURT,Île-de-France
male,Claude,M,Sauvé,MONTREUIL,Île-de-France
male,Montague,C,Jardine,CLERMONT-FERRAND,Auvergne
male,Saber,K,Morneau,BRUAY-LA-BUISSIÈRE,Nord-Pas-de-Calais
male,Malagigi,C,Dufour,VOIRON,Rhône-Alpes
male,Didier,C,Sabourin,SAINT-DENIS,Île-de-France
male,Vincent,L,Laux,VIGNEUX-SUR-SEINE,Île-de-France
male,Orville,É,Guertin,BLOIS,Centre
male,Barry,C,Beausoleil,POISSY,Île-de-France
male,Amaury,E,Chartré,VILLIERS-LE-BEL,Île-de-France
male,Harbin,E,Leclerc,REZÉ,Pays de la Loire
male,Percy,A,Caisse,TOURNEFEUILLE,Midi-Pyrénées
male,Raoul,P,Chevrette,TALENCE,Aquitaine
female,Baptiste,S,Gervais,ORLÉANS,Centre
female,Danielle,X,Tanguay,BORDEAUX,Aquitaine
male,Agrican,F,Chandonnet,VITROLLES,Provence-Alpes-Côte d'Azur
male,Saber,A,Davignon,SAINTE-MARIE,Guyane
male,Rule,A,Pichette,MONTBÉLIARD,Franche-Comté
male,Russell,E,Beauchemin,SANNOIS,Île-de-France
female,Agathe,B,Émond,SAINT-CHAMOND,Rhône-Alpes
female,Demi,A,Lamontagne,LE MÉE-SUR-SEINE,Île-de-France
male,Campbell,M,Majory,LA MADELEINE,Nord-Pas-de-Calais
female,Halette,W,Plouffe,PARIS,Île-de-France
female,Brie,A,Bisaillon,LA ROCHE-SUR-YON,Pays de la Loire
male,Javier,D,Grimard,RIS-ORANGIS,Île-de-France
male,Artus,F,Metivier,FRÉJUS,Provence-Alpes-Côte d'Azur
male,Ogier,A,Migneault,ALENÇON,Basse-Normandie
female,Adèle,O,Paquin,LE BLANC-MESNIL,Île-de-France
male,Latimer,C,Michaud,HÉNIN-BEAUMONT,Nord-Pas-de-Calais
male,Valiant,C,Bordeaux,VITROLLES,Provence-Alpes-Côte d'Azur
female,Nicolette,T,Reault,MONTGERON,Île-de-France
female,Xavierre,S,Courtois,POINTE-À-PITRE,Guadeloupe
male,Marcel,P,Josseaume,MONT-DE-MARSAN,Aquitaine
male,Algernon,C,Flamand,LA CIOTAT,Provence-Alpes-Côte d'Azur
male,Senapus,A,Favreau,ROANNE,Rhône-Alpes
female,Bernadette,G,Gendron,BOBIGNY,Île-de-France
male,Philip,C,Archambault,DUNKERQUE,Nord-Pas-de-Calais
female,Calandre,A,Baril,CARPENTRAS,Provence-Alpes-Côte d'Azur
male,Serge,B,Dandonneau,PARIS,Île-de-France
male,Jesper,P,Paradis,VICHY,Auvergne
male,Lothair,V,Margand,HYÈRES,Provence-Alpes-Côte d'Azur
male,Grégoire,G,Parrot,BORDEAUX,Aquitaine
male,Cheney,O,Berger,TROYES,Champagne-Ardenne
male,Clovis,L,Goulet,ANNECY,Rhône-Alpes
female,Didiane,C,Jardine,ISTRES,Provence-Alpes-Côte d'Azur
male,Auriville,E,Morel,PARIS,Île-de-France
male,Julien,C,Bois,SAINTE-MARIE,Guyane
male,Noël,C,Marois,FOUGÈRES,Bretagne
male,Gilbert,D,Grignon,TALENCE,Aquitaine
male,Fiacre,B,Gingras,MIRAMAS,Provence-Alpes-Côte d'Azur
male,Zerbino,J,Norbert,VILLEFRANCHE-SUR-SAÔNE,Rhône-Alpes
male,Saber,F,Chrétien,VIERZON,Centre
male,Quincy,L,Chalut,RODEZ,Midi-Pyrénées
female,Chantal,G,Robert,NÎMES,Languedoc-Roussillon
female,Frédérique,A,Lefèbvre,VICHY,Auvergne
male,Roslyn,B,D'Aoust,CHAMBÉRY,Rhône-Alpes
male,Nicolas,A,Giguère,PARIS,Île-de-France
female,Odette,G,Saurel,TOULOUSE,Midi-Pyrénées
male,Christophe,O,Abril,MARTIGUES,Provence-Alpes-Côte d'Azur
male,Arridano,É,Descoteaux,RIS-ORANGIS,Île-de-France
male,Faustin,A,Charpentier,CREIL,Picardie
male,Daniel,P,Hervé,STRASBOURG,Alsace
female,Avice,A,Turcotte,MEUDON-LA-FORÊT,Île-de-France
male,Faustin,J,Giguère,TOULOUSE,Midi-Pyrénées
male,Michel,V,Routhier,SAINT-PIERRE,Guyane
male,Hugues,F,Patenaude,LE MÉE-SUR-SEINE,Île-de-France
male,Vaden,L,Garnier,BRON,Rhône-Alpes
male,Ganelon,F,Therrien,ROSNY-SOUS-BOIS,Île-de-France
male,Garland,M,Lanctot,NICE,Provence-Alpes-Côte d'Azur
male,Moore,L,Goulet,SAINT-PAUL,Guyane
female,Aiglentina,T,Bourdette,VIRY-CHÂTILLON,Île-de-France
female,Eglantine,A,Gaillard,DZAOUDZI,Mayotte
male,Faustin,J,Henrichon,VILLIERS-LE-BEL,Île-de-France
male,Mallory,N,Bilodeau,SAINT-PIERRE,Guyane
female,Lundy,M,Bonneville,NOISY-LE-GRAND,Île-de-France
male,Anton,A,Desjardins,GRADIGNAN,Aquitaine
male,Merle,L,Déziel,RENNES,Bretagne
female,Clementine,B,Charbonneau,SAINT-BRIEUC,Bretagne
male,Benoît,H,Sarrazin,LE CREUSOT,Bourgogne
male,Jeoffroi,T,Denis,TOULOUSE,Midi-Pyrénées
male,Chappell,E,Hervé,ISSY-LES-MOULINEAUX,Île-de-France
male,Amaury,B,Marchesseault,MARSEILLE,Provence-Alpes-Côte d'Azur
male,Barry,D,Poirier,SAINT-POL-SUR-MER,Nord-Pas-de-Calais
female,Viollette,F,Bernard,VERNON,Haute-Normandie
male,Toussaint,R,Bédard,VIENNE,Rhône-Alpes
male,Amaury,A,Guertin,ANTONY,Île-de-France
female,Amélie,R,Bussière,SAINT-LÔ,Basse-Normandie
male,Adrien,É,René,BASSE-TERRE,Guadeloupe
female,Kari,C,CinqMars,DRAVEIL,Île-de-France
male,Archaimbau,R,Bourgeau,SENS,Bourgogne
male,Garland,M,Chesnay,TAVERNY,Île-de-France
male,Joseph,D,Savoie,NICE,Provence-Alpes-Côte d'Azur
male,Didier,C,L'Heureux,BASSE-TERRE,Guadeloupe
female,Estelle,L,Lizotte,LYON,Rhône-Alpes
male,Pryor,M,Patenaude,NANTES,Pays de la Loire
male,Zdenek,S,Benjamin,COUDEKERQUE-BRANCHE,Nord-Pas-de-Calais
male,Arnou,C,Loiseau,ANGERS,Pays de la Loire
male,Didier,L,Rouze,LAON,Picardie
male,Felicien,E,Viens,RIS-ORANGIS,Île-de-France
male,Patrick,D,Mireault,MARSEILLE,Provence-Alpes-Côte d'Azur
female,Édith,J,Lacharité,LA SEYNE-SUR-MER,Provence-Alpes-Côte d'Azur
male,Rule,D,Giguère,TOULOUSE,Midi-Pyrénées
male,Thibaut,L,Dufour,RILLIEUX-LA-PAPE,Rhône-Alpes
male,Louis,A,Laberge,SAINT-LÔ,Basse-Normandie
male,Franck,R,Laliberté,VITRY-SUR-SEINE,Île-de-France
male,Fabien,L,Lagrange,SAINTES,Poitou-Charentes
male,Vernon,M,Marois,ORLY,Île-de-France
female,Fleurette,T,Goulet,TOURS,Centre
female,Marthe,P,Simard,NICE,Provence-Alpes-Côte d'Azur
male,Fortun,B,LaGrande,BLAGNAC,Midi-Pyrénées
male,Valiant,V,Coudert,COLMAR,Alsace
female,Véronique,C,Varieur,METZ,Lorraine
female,Mariette,J,Tessier,DÉCINES-CHARPIEU,Rhône-Alpes
male,Frontino,A,Joly,SANNOIS,Île-de-France
female,Hilaire,B,Drouin,AVIGNON,Provence-Alpes-Côte d'Azur
male,Gustave,A,Bossé,PARIS,Île-de-France
female,Eleanor,C,Gareau,OLIVET,Centre
male,Pierre,D,Mothé,ANTIBES,Provence-Alpes-Côte d'Azur
male,Burrell,F,Guertin,LE CHESNAY,Île-de-France
male,Chandler,L,Lavoie,BOULOGNE-BILLANCOURT,Île-de-France
male,Sennet,I,Lachapelle,STRASBOURG,Alsace
male,Dominique,D,Sciverit,LIBOURNE,Aquitaine
male,Landers,F,Berthelette,DZAOUDZI,Mayotte
male,Pinabel,R,Lalonde,TALENCE,Aquitaine
male,Montague,M,Chatigny,COLOMBES,Île-de-France
female,Amitee,A,Audibert,COGNAC,Poitou-Charentes
female,Annette,V,Chalut,OZOIR-LA-FERRIÈRE,Île-de-France
female,Gay,M,Gagné,COURBEVOIE,Île-de-France
female,Julie,S,Fouquet,CHARENTON-LE-PONT,Île-de-France
male,Marmion,M,Beaulac,SAINT-MALO,Bretagne
male,Talon,F,Pellerin,BASTIA,Corse
female,Patricia,B,Lemieux,VALENCE,Rhône-Alpes
male,Aubin,M,LaCaille,SAINT-ÉTIENNE,Rhône-Alpes
male,Gifford,I,Bossé,BELFORT,Franche-Comté
male,Benjamin,A,Rouleau,CANNES,Provence-Alpes-Côte d'Azur
male,Mayhew,S,Longpré,LUNÉVILLE,Lorraine
male,Talbot,L,Chauvin,GAGNY,Île-de-France
female,Claire,N,Bilodeau,BASTIA,Corse
female,Colette,G,Larivière,CARPENTRAS,Provence-Alpes-Côte d'Azur
female,Halette,B,Loiselle,BRON,Rhône-Alpes
male,Somer,C,Lepage,SAINT-JOSEPH,Guyane
female,Annette,A,Duranseau,MARSEILLE,Provence-Alpes-Côte d'Azur
male,Édouard,B,Breton,TOURS,Centre
male,Auguste,L,Gaulin,FORBACH,Lorraine
male,Archard,E,Mercure,CLICHY,Île-de-France
male,Tristan,A,Brunault,VINCENNES,Île-de-France
male,Nicolas,N,Plourde,LE PUY-EN-VELAY,Auvergne
male,Fortun,O,Guay,MONS-EN-BAROEUL,Nord-Pas-de-Calais
male,Peppin,R,Charette,CHALON-SUR-SAÔNE,Bourgogne
male,Evrard,Z,Boulanger,MONTPELLIER,Languedoc-Roussillon
male,Geoffrey,S,Gendron,MAISONS-ALFORT,Île-de-France
male,Olivier,F,Rouze,EAUBONNE,Île-de-France
male,Théodore,B,Babin,LAON,Picardie
male,Frédéric,R,Gervais,SAINT-DIÉ,Lorraine
male,Gilbert,O,Audibert,AMIENS,Picardie
female,Charline,L,Chaussée,PERPIGNAN,Languedoc-Roussillon
female,Audrey,L,Sansouci,ÉLANCOURT,Île-de-France
female,Marcelle,M,Lanctot,BONDY,Île-de-France
male,Saville,C,Allard,ROMAINVILLE,Île-de-France
male,Telford,F,Rossignol,LAVAL,Pays de la Loire
male,Royden,E,Barrette,MARSEILLE,Provence-Alpes-Côte d'Azur
male,Gilbert,L,Patry,NOUMÉA,Île-de-France
male,Mercer,J,Majory,HÉROUVILLE-SAINT-CLAIR,Basse-Normandie
female,Marguerite,M,Boutot,SAINT-CLOUD,Île-de-France
male,Gilles,A,Desruisseaux,RENNES,Bretagne
male,Grégoire,O,Bérard,GRADIGNAN,Aquitaine
male,Cheney,A,Faucher,MONS-EN-BAROEUL,Nord-Pas-de-Calais
male,Eustache,C,Begin,VERNON,Haute-Normandie
female,Rachelle,V,Gosselin,POISSY,Île-de-France
female,Delmare,S,Busson,AULNAY-SOUS-BOIS,Île-de-France
male,Tanguy,V,Bérubé,VILLIERS-LE-BEL,Île-de-France
male,Gano,E,Bilodeau,LE CREUSOT,Bourgogne
male,Amaury,O,Édouard,CLERMONT-FERRAND,Auvergne
male,Lowell,F,Casgrain,CLERMONT-FERRAND,Auvergne
female,Claudette,Y,Rivard,MÂCON,Bourgogne
male,Vernon,A,Souplet,MONTCEAU-LES-MINES,Bourgogne
male,Arnou,C,Sirois,LE HAVRE,Haute-Normandie
male,Satordi,C,Charpentier,BÉZIERS,Languedoc-Roussillon
male,Florismart,F,Picard,STRASBOURG,Alsace
female,Chantal,M,Vernadeau,MEAUX,Île-de-France
male,Soren,O,Desnoyer,GRENOBLE,Rhône-Alpes
male,Pomeroy,F,Vernadeau,VINCENNES,Île-de-France
female,Avice,G,Fresne,MAISONS-ALFORT,Île-de-France
male,Brigliador,C,Aucoin,PÉRIGUEUX,Aquitaine
male,Yvon,F,Audet,MONTREUIL,Île-de-France
female,Alexandrin,B,Lambert,LEVALLOIS-PERRET,Île-de-France
female,Ermengardi,S,Paquin,GUYANCOURT,Île-de-France
male,Senapus,J,Dufour,ROUBAIX,Nord-Pas-de-Calais
male,Roslyn,A,Barjavel,LES ULIS,Île-de-France
male,Arthur,A,Houde,GRIGNY,Île-de-France
male,Melville,M,Langlais,CHELLES,Île-de-France
female,Noelle,P,Mireault,BORDEAUX,Aquitaine
male,Sacripant,C,Langlois,SAINT-OUEN,Île-de-France
female,Nicole,P,Bergeron,VILLIERS-SUR-MARNE,Île-de-France
male,Auriville,A,Talon,LA ROCHELLE,Poitou-Charentes
male,Normand,A,Bourgouin,MASSY,Île-de-France
male,Gaetan,P,Moquin,MOULINS,Auvergne
female,Fayme,P,Ferland,LILLE,Nord-Pas-de-Calais
male,Xavier,C,Saurel,AUBERVILLIERS,Île-de-France
female,Marveille,S,Harquin,SAINTE-ANNE,Guadeloupe
female,Pansy,D,Barrière,GONESSE,Île-de-France
male,Luc,C,Duhamel,JOUÉ-LÈS-TOURS,Centre
male,Aymon,L,Belisle,LE MOULE,Guadeloupe
male,Paul,M,Houde,AJACCIO,Corse
female,Raina,C,Goudreau,NIORT,Poitou-Charentes
female,Tilly,F,Vachon,CHÂLONS-EN-CHAMPAGNE,Champagne-Ardenne
female,Etoile,É,Tanguay,OZOIR-LA-FERRIÈRE,Île-de-France
male,Victor,P,Dubeau,MULHOUSE,Alsace
male,Vail,M,Brodeur,GRADIGNAN,Aquitaine
male,Mercer,A,Larivière,LES LILAS,Île-de-France
male,Avent,S,Gaudreau,MONTMORENCY,Île-de-France
female,Cinderella,C,Gareau,MARSEILLE,Provence-Alpes-Côte d'Azur
male,Nouel,S,Grondin,BERGERAC,Aquitaine
male,Arnaud,V,Allain,SAINT-ANDRÉ,Guyane
male,Beltane,I,Arsenault,VIENNE,Rhône-Alpes
male,Richard,J,Fortin,BASTIA,Corse
male,Harbin,G,Lécuyer,POISSY,Île-de-France
male,William,S,Charlesbois,CHARTRES,Centre
male,Bartlett,L,Charbonneau,TORCY,Île-de-France
male,Delmar,K,Giguère,FÉCAMP,Haute-Normandie
male,Searlas,M,Gadbois,MONTPELLIER,Languedoc-Roussillon
male,Patrick,A,Brault,ASNIÈRES-SUR-SEINE,Île-de-France
male,Marcel,H,Simon,LE BLANC-MESNIL,Île-de-France
female,Anouk,T,Aubin,SAINTES,Poitou-Charentes
female,Pierrette,S,Grimard,ÉCHIROLLES,Rhône-Alpes
male,William,É,Gagné,SENS,Bourgogne
male,Tearlach,C,Chatigny,STRASBOURG,Alsace
male,Chapin,E,D'Aoust,CHELLES,Île-de-France
female,Sophie,R,Boisclair,MELUN,Île-de-France
male,Hardouin,L,Aucoin,LORMONT,Aquitaine
male,Octave,E,Forest,MOULINS,Auvergne
male,D'Arcy,P,Laprise,DÉCINES-CHARPIEU,Rhône-Alpes
female,Marie,A,Blondlot,TRAPPES,Île-de-France
male,Ranger,A,Raymond,VERDUN,Lorraine
female,Cosette,R,Laisné,LES LILAS,Île-de-France
male,Neville,A,Lefèbvre,HÉNIN-BEAUMONT,Nord-Pas-de-Calais
male,Grégoire,J,Parenteau,SAINT-MÉDARD-EN-JALLES,Aquitaine
male,Onfroi,R,Drouin,FONTAINE,Rhône-Alpes
male,Zdenek,M,Charron,MENDE,Languedoc-Roussillon
male,Germain,R,Latourelle,QUIMPER,Bretagne
male,Peppin,O,Gendron,MARSEILLE,Provence-Alpes-Côte d'Azur
male,D'Arcy,P,Bernier,VÉLIZY-VILLACOUBLAY,Île-de-France
male,Christophe,C,Lapresse,BÉTHUNE,Nord-Pas-de-Calais
male,Carolos,L,Compagnon,AJACCIO,Corse
male,Claude,O,Ouellet,PARIS,Île-de-France
male,Huon,A,Lapresse,ABBEVILLE,Picardie
male,Malagigi,J,Caisse,CLERMONT-FERRAND,Auvergne
male,Gabriel,O,Therrien,SAINTE-ANNE,Guadeloupe
female,Charline,L,Monrency,OYONNAX,Rhône-Alpes
male,Tyson,O,Berie,OULLINS,Rhône-Alpes
male,Aubin,S,Benjamin,PONTAULT-COMBAULT,Île-de-France
male,Leverett,V,Denis,BEZONS,Île-de-France
male,Platt,L,Veilleux,BRUAY-LA-BUISSIÈRE,Nord-Pas-de-Calais
male,Byron,C,Pouliotte,PARIS,Île-de-France
female,Gabrielle,V,Soucy,DIJON,Bourgogne
male,Latimer,J,Vadnais,PARIS,Île-de-France
female,Joséphine,A,Langlais,SCHILTIGHEIM,Alsace
female,Royale,A,Joly,CLICHY-SOUS-BOIS,Île-de-France
male,Alexis,C,Paquette,PARIS,Île-de-France
male,Aloin,S,Savoie,VERNON,Haute-Normandie
male,Florus,F,Paradis,VILLENEUVE-SAINT-GEORGES,Île-de-France
male,Ferragus,E,Corbeil,VILLEURBANNE,Rhône-Alpes
male,Daniel,O,Sicard,NEVERS,Bourgogne
male,Felicien,M,Labrosse,ALENÇON,Basse-Normandie
male,Percy,C,Charlebois,CONCARNEAU,Bretagne
male,Christian,P,Cartier,CLICHY-SOUS-BOIS,Île-de-France
male,Ferrau,N,Deblois,MARSEILLE,Provence-Alpes-Côte d'Azur
male,Sumner,J,Rocher,LAVAL,Pays de la Loire
male,Percy,M,Arpin,MARSEILLE,Provence-Alpes-Côte d'Azur
female,Emmanuelle,N,Dagenais,LA CELLE-SAINT-CLOUD,Île-de-France
male,Vernon,B,Moreau,NANCY,Lorraine
male,Julien,P,Boncoeur,SAINT-MICHEL-SUR-ORGE,Île-de-France
male,Olivier,D,de Brisay,NEUILLY-SUR-SEINE,Île-de-France
male,Mercer,P,Francoeur,DRANCY,Île-de-France
male,Davet,A,St-Pierre,ROMANS-SUR-ISÈRE,Rhône-Alpes
male,Fabrice,H,Lécuyer,GIF-SUR-YVETTE,Île-de-France
female,Audrey,P,Levasseur,LIMOGES,Limousin
male,Burkett,M,Quessy,MAUBEUGE,Nord-Pas-de-Calais
male,Ganelon,E,Trudeau,SAINT-MICHEL-SUR-ORGE,Île-de-France
female,Pascaline,A,Morin,BORDEAUX,Aquitaine
male,Talbot,N,Veronneau,CACHAN,Île-de-France
male,Matthieu,E,Béland,ROCHEFORT,Poitou-Charentes
female,Jewel,G,Talon,TOULON,Provence-Alpes-Côte d'Azur
male,Pryor,A,Fongemie,TOULON,Provence-Alpes-Côte d'Azur
male,Xarles,F,Migneault,LYON,Rhône-Alpes
male,Leal,M,Marcoux,MARCQ-EN-BAROEUL,Nord-Pas-de-Calais
male,Gaetan,O,Lereau,MENTON,Provence-Alpes-Côte d'Azur
female,Rachelle,N,Giguère,VILLENEUVE-LA-GARENNE,Île-de-France
male,Ogier,B,Collin,CROIX,Nord-Pas-de-Calais
male,Henri,B,Massé,BELFORT,Franche-Comté
male,Gabriel,A,Lafontaine,MONTPELLIER,Languedoc-Roussillon
male,Chappell,S,Laberge,NICE,Provence-Alpes-Côte d'Azur
female,Annette,T,Leduc,POINTE-À-PITRE,Guadeloupe
female,Clothilde,C,Langlais,CAGNES-SUR-MER,Provence-Alpes-Côte d'Azur
female,Virginie,G,Chrétien,LILLE,Nord-Pas-de-Calais
male,Arridano,A,Bertrand,SOISSONS,Picardie
male,Pierpont,C,Lessard,COURBEVOIE,Île-de-France
male,Antoine,A,Pouchard,BRUAY-LA-BUISSIÈRE,Nord-Pas-de-Calais
