Gender,GivenName,MiddleInitial,Surname,City,State
male,Hudson,E,Flinn,WIRRINYA,NSW
male,Alexander,J,Loyau,APPILA,SA
female,Samantha,J,Forlonge,BELBORA,NSW
female,Claire,T,Tweddle,BELHUS,WA
male,Finn,P,Horsfall,CONJUBOY,QLD
female,Victoria,A,Dakin,MCMAHONS POINT,NSW
male,Christopher,G,Flynn,KOONDROOK,VIC
male,Christian,E,Rylah,WARNERTOWN,SA
male,Jamie,M,Gallard,WIABOROUGH,NSW
female,Eliza,H,Heinicke,KARRAGARRA ISLAND,QLD
male,Dean,B,MacMahon,MAUDE,VIC
male,Mason,M,Beirne,RAYWOOD,VIC
male,Ryder,K,Stewart,EREMERANG,NSW
male,Hayden,J,Flynn,MURRINDINDI,VIC
male,Bailey,M,Mondalmi,JOONDALUP,WA
male,Alex,C,Tolmie,BOVELL,WA
male,George,A,O'Loghlen,SUNNYDALE,SA
male,Blake,C,McWilliams,SUCCESS,WA
male,Aidan,A,Jonathan,MURRAMI,NSW
female,Holly,L,McCaffrey,MONTECOLLUM,NSW
male,Alex,B,Strzelecki,ERSKINE,SA
male,Patrick,B,Piddington,KHOLO,QLD
female,Indiana,F,Keldie,WARRUBULLEN,QLD
female,Lilian,H,Cash,CHAELUNDI,NSW
male,Nicholas,K,Bruxner,ACACIA HILLS,TAS
male,Angus,B,Riordan,KAMAROOKA NORTH,VIC
male,Zac,A,Dearth,BUNGAREE,SA
female,Maddison,B,Packham,PARK RIDGE,QLD
male,Aidan,I,Austral,HEATHPOOL,SA
male,Alex,Z,Stradbroke,ETNA CREEK,QLD
male,Nathan,A,Estell,CLAYMORE,NSW
male,Isaac,A,Blair,SHELL POCKET,QLD
male,Joshua,A,Ruthven,WINDSOR,NSW
male,Christopher,C,Boxer,WATTLE GROVE,TAS
male,Christian,A,Eardley-Wilmot,KONGWAK,VIC
male,Timothy,P,Blackham,GOORANGOOLA,NSW
female,Sienna,T,Cato,BIARRA,QLD
male,Austin,M,Grose,TERANG,VIC
female,Jasmine,S,Tripp,YIELIMA,VIC
male,Flynn,A,Weir,ELIZABETH WEST DC,SA
male,Thomas,S,Whitelegge,MERINGUR,VIC
male,Brayden,M,Diggles,KENSINGTON GROVE,QLD
male,Adam,S,Schramm,BRUNGLE CREEK,NSW
male,Logan,A,Neales,INGGARDA,WA
male,Thomas,L,Forbes,BANDON,NSW
male,Nate,C,Janssen,CRACKENBACK,NSW
male,Seth,T,Trompf,ILBILBIE,QLD
male,Cooper,L,Pither,SHOALHAVEN HEADS,NSW
female,Ava,R,Langlands,WIRRATE,VIC
male,Zachary,B,Edgell,NORPA,WA
male,Sean,E,Du Faur,FERNHILL,NSW
male,Sam,A,Camfield,TOWONG UPPER,VIC
female,Kiara,D,Greaves,YANDOIT,VIC
male,Alex,P,Wolfe,WOODSIDE,VIC
male,Harrison,I,Jerger,DANGARSLEIGH,NSW
male,Kai,G,Sinnett,NORTH BLACKWOOD,VIC
male,Bailey,A,Hargreaves,STAFFORD BC,QLD
male,Dylan,S,Curran,WILLAWARRIN,NSW
female,Alexis,S,Quilty,CULGOA,VIC
male,Darcy,E,Trumper,ROSEMEATH,NSW
male,Jesse,M,Dickson,CATHKIN,VIC
female,Alexandra,J,Mackie,YATHROO,WA
male,Nathan,G,Tipping,PEPPERMINT GROVE,WA
male,Gabriel,M,Driver,WOLLEMI,NSW
male,Jai,I,Watts,ROSS CREEK,VIC
male,James,S,Dougherty,BAXTER,VIC
male,Flynn,I,Algeranoff,BROKE,WA
male,Jesse,I,Hogan,WESTCOURT,QLD
female,Chelsea,L,Cecil,WELLINGTON,NSW
male,Sebastian,M,Fidler,DORODONG,VIC
male,Noah,T,Lower,FLINDERS,NSW
male,Tyson,A,Kirkhope,CHARLWOOD,QLD
female,Lilian,J,Nyholm,CARLISLE,WA
male,Brock,P,McWhae,TACOMA,NSW
male,Mitchell,A,Riddell,CHRISTMAS ISLAND,WA
female,Summer,O,Mouton,WOOWOONGA,QLD
female,Emily,S,Shenton,HASTINGS,WA
male,Archer,K,Hibbins,HADDON,VIC
male,Nate,G,Raiwala,ORBOST,VIC
female,Sophia,M,Scollen,WALLAROO,NSW
female,Gemma,B,Crombie,BALDINA,SA
male,Daniel,E,Forth,WILLI WILLI,NSW
female,Amber,B,Cheong Cheok Hong,STANMORE,QLD
male,Patrick,L,Hearn,GRIMWADE,WA
male,Harry,R,Charleston,WESLEY VALE,TAS
female,Lara,L,Reed,HALIDON,SA
male,Darcy,Z,McVilly,SYDENHAM,NSW
male,Aaron,B,Feakes,BARKSTEAD,VIC
male,Aiden,G,Gepp,WALWA,VIC
male,Ali,E,Spaull,HOPEVALE,VIC
male,Nicholas,M,Blackett,HIAWATHA,VIC
female,Alexandra,A,Curlewis,COSGROVE SOUTH,VIC
male,Edward,J,Batchelor,PROOF RANGE,SA
female,Madeleine,T,Griffin,FLINDERS,VIC
female,Eden,L,Backhouse,BALCOMBA,QLD
female,Ebony,T,Lansell,USELESS LOOP,WA
male,Ryan,A,Easty,CAPE CONWAY,QLD
male,Cameron,E,Nuyts,KOGAN,QLD
female,Brooke,L,Quilty,QUANDA,NSW
male,Lachlan,A,Molineux,PARAFIELD,SA
male,Christian,R,Inwood,MARSHDALE,NSW
male,Ali,L,Cerutty,BLENHEIM,QLD
female,Audrey,A,Byatt,WEST PERTH,WA
male,Oliver,H,Leggett,MONTACUTE,SA
male,Jasper,A,Dane?,GLYNDE DC,SA
male,Kai,B,Tost,MURRAWEE,VIC
male,Declan,M,Hawker,MOUNT HOPE,NSW
female,Natasha,S,Bagot,MARVEL LOCH,WA
male,Oliver,G,Jensen,LINLEY POINT,NSW
male,Blake,A,Cleland,BARRAGUP,WA
male,Aaron,K,Tubb,CORROBOREE FLAT,NSW
male,Jasper,L,Drummond,BITTERN,VIC
male,Flynn,S,Halford,WARROW,SA
male,Jai,M,Hart,UPLANDS,VIC
male,Xavier,C,Kinchela,MARMONG POINT,NSW
male,Brock,S,Andronicus,HAASTS BLUFF,NT
female,Isla,C,Reynolds,EXMOUTH,WA
male,Brock,T,Jageurs,HANNAM VALE,NSW
male,Toby,M,Checchi,LAFFER,SA
male,Jack,C,Pittard,TANGORIN,QLD
male,Aiden,A,Summerfield,SHOALHAVEN HEADS,NSW
male,Jett,C,Knowles,FURNISSDALE,WA
male,Luca,K,Grattan,GLENERIN,NSW
female,Isabel,B,Childs,ALDOGA,QLD
female,Madison,A,McCaffrey,GORDON PARK,QLD
male,Samuel,E,Willson,BOOMOODEERIE,NSW
male,Nathan,I,Mealmaker,CAUSEWAY LAKE,QLD
male,Lachlan,L,Morey,CHULLORA,NSW
female,Layla,I,McKillop,HORSE CAMP,QLD
male,Joshua,E,Bindi,LIMESTONE,QLD
male,Aidan,A,Till,YAMBA,SA
male,George,M,Rich,WOODLANE,SA
male,Patrick,D,MacBain,HILLVIEW,QLD
female,Layla,T,Cuni,NARRAWONG,VIC
male,Archie,S,Leverrier,RAZORBACK,NSW
male,Hayden,E,Stones,MORIARTY,TAS
male,Ethan,P,Gatliff,ELRINGTON,NSW
male,Liam,L,Godson,MYLNEFORD,NSW
male,Jai,K,Nathan,MIMEGARRA,WA
male,Charles,J,Cahill,TINONEE,NSW
male,Nathan,T,Crouch,BOWRAL,NSW
male,Noah,R,St Clair,EAST NANANGO,QLD
male,Aiden,K,Best,GLEN ALVIE,VIC
male,Sebastian,O,Anna,BOWENVILLE,QLD
male,Jai,M,Souter,BALLIANG,VIC
male,Jett,G,Maria,AVENUE RANGE,SA
male,Riley,S,Hipkiss,PIALLIGO,ACT
male,Nathan,L,Moffitt,LAKE WONGAN,VIC
female,Layla,E,Allen,PARK RIDGE,QLD
female,Alana,J,Monnier,BREDBO,NSW
male,Dean,A,Moffat,HILLGROVE,NSW
male,Christopher,G,Corfield,YAHL,SA
male,Ashton,A,Driscoll,BROOKLYN,VIC
male,Joseph,K,Lithgow,COIMADAI,VIC
male,Ryan,A,Ives,BELLBROOK,NSW
male,Julian,E,Bunbury,BADJALING,WA
female,Summer,Z,Canterbury,MITCHAM,SA
male,Mason,T,Breillat,AGNES BANKS,NSW
male,Julian,A,Felan,HALTON,NSW
male,Mason,E,Kaleski,COURABYRA,NSW
male,Luca,E,Jageurs,FORRESTON,SA
male,Harry,Z,Eggers,ARCHER,NT
male,Dominic,I,Swain,MOUNT JUKES,QLD
male,Isaac,G,Bunning,NOBBY BEACH,QLD
male,Zac,H,Drakeford,GLEN ALVIE,VIC
male,Taj,M,Boote,BENDOURA,NSW
male,Jamie,K,Quirk,GLEN FORREST,WA
male,Ryder,A,Morgans,FIREFLY,NSW
male,Isaac,E,Farr,DUNDEE FOREST,NT
male,Harry,G,Stapylton,HUSKISSON,NSW
male,Thomas,G,Petherick,NOBBYS CREEK,NSW
male,Toby,A,Leeson,UPPER EDEN CREEK,NSW
male,Xavier,K,Woollacott,BROWNS BEACH,SA
female,Isabelle,H,Hirsch,WEERRIBA,QLD
male,Charles,A,Fong,BOSTOCKS CREEK,VIC
male,Harry,K,Fullagar,URLIUP,NSW
female,Stephanie,Z,Fegan,EAST BAIRNSDALE,VIC
male,Lincoln,E,McBrien,MINNIVALE,WA
male,Rory,S,Dittmer,HOPETOUN GARDENS,VIC
male,Sean,J,Hanlon,TUNNACK,TAS
male,Lachlan,A,Royal,FANNIE BAY,NT
male,Jordan,K,Dunshea,JINGILI,NT
male,Connor,J,Fairthorne,BATEMANS BAY,NSW
male,Zane,N,Tunbridge,DIXIE,QLD
male,Lucas,Z,Sachse,BUGLE HUT,SA
male,Jack,E,Darrell,EGLINTON,NSW
male,Aiden,Z,Rendall,VALENCIA CREEK,VIC
male,Jackson,I,O'Halloran,DRINAN,QLD
male,Noah,A,Madirazza,MELTON,SA
male,Sean,K,Grey-Smith,MIANDETTA,NSW
female,Annabelle,Z,Basedow,CULLERIN,NSW
female,Tayla,J,Brodney,BROMLEY,VIC
male,Zac,T,Lay,WINDERMERE PARK,NSW
male,Spencer,B,Hare,MORGAN PARK,QLD
male,Dean,B,Paschke,KORORA,NSW
male,Harry,A,Fraser,TATYOON,VIC
male,Timothy,R,Compton,WELLCAMP,QLD
male,Nate,S,Van De Velde,EROMANGA,QLD
male,Daniel,B,Liversidge,GUNNINGBLAND,NSW
male,Noah,J,Edge,WILGA,WA
male,Dylan,B,Starke,WILLOWVALE,QLD
male,Jonathan,E,Canning,GHIN GHIN,VIC
male,Hunter,M,Pollard,COW FLAT,NSW
male,Seth,E,Eggers,HINTON,NSW
female,Ellie,D,Mordaunt,SANDY CAMP,QLD
male,Cody,H,Conley,SEGENHOE,NSW
male,Hugo,I,Nettleton,UPSALLS CREEK,NSW
female,Zara,T,Rawlings,YATTALUNGA,NSW
male,Charlie,S,Basser,MOLANGUL,QLD
male,Hunter,E,McPhee,GENTLE ANNIE,VIC
male,Cooper,S,Woods,UARBRY,NSW
male,Darcy,E,Boyes,MAYFIELD,NSW
male,Mitchell,E,Rowland,CLYDE,VIC
male,Kai,L,Coppleson,TAREE WEST,NSW
male,Finn,S,Fletcher,BRUCEDALE,NSW
female,Lily,Z,Steinfeld,MULGA BORE,NT
male,Michael,H,McElhone,LOXTON NORTH,SA
male,Riley,A,Lovett,PAXTON,NSW
female,Piper,B,Cardell,BOREE,NSW
male,Brodie,G,Grayndler,WALLACE,VIC
male,Declan,E,Tracey,POLICEMAN POINT,SA
male,Xavier,L,Cox,BERRICO,NSW
male,Angus,V,Rumsey,ELINGAMITE,VIC
male,Nate,E,De Beuzeville,WEENGALLON,QLD
female,Bethany,J,Herlitz,NORDS WHARF,NSW
male,Mitchell,E,Longstaff,TIBERIAS,TAS
female,Sofia,A,Beckett,OYSTER COVE,NSW
male,Jaxon,A,Bryan,HIGHGATE HILL,QLD
male,Andrew,E,Perdriau,KORWEINGUBOORA,VIC
female,Angelina,S,Ackland,KUNGHUR CREEK,NSW
male,Hugo,E,Wearne,ERLDUNDA,NT
male,Michael,T,Wheeler,RAND,NSW
male,Thomas,M,Corin,BROCKLEY,NSW
male,Elijah,C,Kirwan,MINTO HEIGHTS,NSW
male,Nicholas,A,Granville,CLARKES HILL,VIC
male,Hamish,A,Seppelt,TAMBORINE,QLD
male,Declan,K,Adams,KIOLOA,NSW
male,Hugo,E,Trouton,SALTWATER RIVER,TAS
male,Brodie,E,Penfold,COONAWARRA,NT
female,Tayla,C,Theodore,O'HALLORAN HILL,SA
female,Isabel,A,Rich,BROKEN HEAD,NSW
female,Kate,J,Cramp,SPRINGS,WA
male,Oscar,K,Finniss,MOTO,NSW
male,Hamish,E,Dumas,JELCOBINE,WA
male,Spencer,G,FitzRoy,ARCADIA,VIC
male,Jack,K,Wardell,BUKALONG,NSW
male,Alexander,T,Le Couteur,MOUNTAIN CREEK,NSW
female,Maya,L,Angela,PINK LILY,QLD
male,Spencer,L,Law,ASPLEY,QLD
male,Archie,L,De Salis,PERKINS REEF,VIC
male,Joshua,E,Sawers,SEAL BAY,SA
male,Flynn,E,Edinburgh,GOBA CREEK,NSW
male,Brock,L,Dunstan,MURRAYVILLE,VIC
female,Hayley,D,Cockle,FOXHOW,VIC
female,Alexandra,J,Bunny,BUNDALONG,VIC
female,Jessica,C,Semmens,WINNINDOO,VIC
male,Caleb,A,Dartnell,DIXVALE,WA
female,Mary,T,Thurston,BRIGHTON EVENTIDE,QLD
female,Paige,K,Fitzhardinge,MOOMBRA,QLD
male,Andrew,K,Balmer,BALL BAY,QLD
male,Riley,V,Shirlow,MONBULK,VIC
male,Liam,G,Chewings,BULL PLAIN,NSW
male,Cody,C,Blakeley,TUNTABLE FALLS,NSW
male,Adam,A,Shakespeare,KIA ORA,QLD
male,Spencer,K,Pflaum,CLAREMONT NORTH,WA
male,Jake,M,Wilks,MOOGEM,NSW
male,Cameron,L,Walstab,BOWENVALE,VIC
male,Alexander,P,Nemarluk,TUNGAMAH,VIC
male,Christian,E,Wonggu,MANDALAY,QLD
male,Cody,E,Banfield,MALPAS,SA
male,Hamish,A,Dunshea,WANGANUI,NSW
male,Jai,K,Nickel,FERNBROOK,NSW
male,Ben,L,Ziesemer,YANNATHAN,VIC
male,Will,L,Keldie,POOWONG,VIC
male,Aidan,I,Bligh,NERANG,QLD
male,Julian,E,Malley,DUINGAL,QLD
male,Hugo,S,Wilks,ROCKLEIGH,SA
male,Declan,S,Wight,MALABAINE,WA
male,Daniel,S,Conder,HILLBANK,SA
male,Patrick,A,Dalgety,KOPPIO,SA
male,Timothy,M,Nangle,ELIZABETH SOUTH,SA
female,Samantha,A,Sholl,MUNDAMIA,NSW
female,Piper,B,Sear,NATONE,TAS
male,Ryder,L,Sturgess,CABBAGE TREE ISLAND,NSW
male,Lachlan,S,Uther,CUMMINS,SA
male,Cody,C,Huxley,HIGHETT,VIC
male,Charles,S,Farber,BRAYS CREEK,NSW
male,Jesse,E,Lhotsky,ANTWERP,VIC
male,Hugo,J,Ballow,CAMERONS CREEK,NSW
male,Jasper,L,Marmion,FOSTER,VIC
female,Emily,C,Kleeman,DAYMAR,QLD
male,David,L,Tancred,BERRAMBOOL,NSW
male,Callum,L,Icely,BURRIER,NSW
male,Oliver,A,Zinnbauer,ANDROMACHE,QLD
female,Layla,C,Lyster,ARDMONA,VIC
male,Luca,E,Garvin,MOORLAND,NSW
male,Joshua,S,Couvreur,BREMER,QLD
female,Piper,K,Koerstz,BELOWRA,NSW
male,Alexander,S,Luker,PARKLANDS,QLD
male,Flynn,G,Bodenwieser,MOOCKRA,SA
male,Christian,L,Howe,GLEN MERVYN,WA
male,Patrick,B,Courtney,RECHERCHE,TAS
male,Aaron,N,Hopkins,WALLOON,QLD
female,Isabelle,T,Corfield,MANDOGALUP,WA
male,Koby,T,Haszler,MILLER,NSW
male,John,R,Broun,THABEBAN,QLD
male,William,C,Wheeler,VECTIS,VIC
male,Harry,A,Connelly,BUFF POINT,NSW
male,Max,J,Le Grand,VAUCLUSE,NSW
female,Hannah,O,Hollinworth,BUNYAN,NSW
male,Christian,M,Hervey,CARAPOOK,VIC
female,Laura,C,MacBain,THORNGATE,SA
female,Maya,W,Korff,BADGER CREEK,VIC
male,Charlie,L,Corkill,KALOORUP,WA
female,Eden,J,Spedding,CONDAH SWAMP,VIC
female,Bella,J,Munz,THUDDUNGRA,NSW
male,Zane,A,Boswell,FIRLE,SA
female,Piper,C,Gribble,MARLOWE,NSW
male,Hayden,M,Stawell,SILVERWOOD,QLD
male,Archer,S,McCormick,ALBURY,NSW
female,Elizabeth,B,Barbour,POSSUM CREEK,NSW
male,Jonathan,T,McDowall,HORNET BANK,QLD
male,Luke,G,Colechin,MOUNTAIN RIVER,TAS
female,Alexis,B,Nickson,WY YUNG,VIC
female,Sienna,D,Barwell,TUMUT PLAINS,NSW
male,Michael,C,Kevin,BETLEY,VIC
male,Brayden,G,McMillan,FLAGSTAFF,VIC
male,Flynn,E,Hooper,VINCENT,QLD
male,Jack,S,Grimes,TOM PRICE,WA
female,Anna,D,McKeon,NJATJAN,QLD
female,Lara,C,Goll,MUDGEGONGA,VIC
male,Hudson,J,Edwards,MIDDLE DURAL,NSW
male,Sebastian,A,Gottshall,OVERLAND CORNER,SA
male,Marcus,L,Rosenhain,RIDGEWOOD,QLD
male,Connor,E,Amess,SOUTH BUNBURY,WA
male,Benjamin,M,Dicks,LAKE CHARM,VIC
female,Lola,T,Bunny,TIRROAN,QLD
male,Aaron,E,Copley,HAROLDS CROSS,NSW
female,Alexandra,A,Larcombe,RITE ISLAND,QLD
female,Lauren,I,Holtze,NORMANVILLE,VIC
male,Thomas,A,Longstaff,HAMILTON CENTRAL,QLD
female,Amelie,E,McIlwraith,MERRITTS CREEK,QLD
male,Joseph,A,March,BROOKDALE,WA
male,Rory,H,Peden,SINGLETON HEIGHTS,NSW
male,Jacob,S,Patrick,MOUNT ISA DC,QLD
male,Ali,A,Rimmer,ECHUNGA,SA
male,Ali,S,Emmett,MILANG,SA
male,Isaac,M,Gadsdon,YERONGA,QLD
male,Jeremy,Z,Kroemer,STANHOPE SOUTH,VIC
male,Finn,E,Coffill,MOYARRA,VIC
male,Taj,J,Monahan,BANDIANA MILPO,VIC
male,Levi,C,Howden,PYAP WEST,SA
male,Max,C,Dhakiyarr,GILES CORNER,SA
female,Summer,K,Triaca,ROUNDSTONE,QLD
