Gender,GivenName,MiddleInitial,Surname,City,State
male,Fannberg,H,Ottósson,Kjörvogur,
male,Rögnvaldur,E,Ludwigsson,Hella,
male,Margeir,G,Eysteinsson,Ísafjörður,
male,Gunnsteinn,G,Jósefsson,Hofsós,
male,Anton,E,Víglundsson,Ísafjörður,
male,Birkir,V,Friðgeirsson,Hafnafjörður,
female,Snæfríður,H,Ingadóttir,Hvammstangi,
male,Patrekur,O,Oddbergsson,Hofsós,
male,Jón,S,Björnsson,Borgarnes,
male,Aðalgeir,S,Sævarsson,Suðureyri,
female,Maggý,C,Ingólfsdóttir,Fosshóll,
female,Gunnhildur,G,Jóakimsdóttir,Grundarfjörður,
male,Aðalsteinn,B,Guðnason,Drangsnes,
female,Jóney,G,Pálsdóttir,Bíldudalur,
female,Matthildur,Þ,Haraldsdóttir,Hvammstangi,
female,Guðný,B,Sigvaldadóttir,Reykjavík,
male,Valþór,S,Arnmundsson,Norðurfjörður,
male,Kristján,H,Ludwigsson,Reykjavík,
male,Andrés,J,Ingvarsson,Reykjavík,
male,Helgi,E,Martinsson,Flatey,
female,Gunnlaug,K,Magnúsdóttir,Dalvík,
female,Júlíana,S,Sigþórsdóttir,Keflavík,
male,Arnþór,R,Bæringsson,Brú,
male,Gunnlaugur,Þ,Jóhannesson,Kjörvogur,
male,Scheving,V,Arason,Keflavík,
male,Jón,G,Guðrúnarson,Selfoss,
male,Júlíus,E,Ásmundarson,Ólafsvík,
male,Stefnir,D,Flosason,Reykjavík,
female,Agatha,U,Valgeirsdóttir,Borgarnes,
male,Vignir,M,Hlöðvarsson,Reykjavík,
female,Vaka,F,Ólafsdóttir,Hafnafjörður,
male,Matthías,E,Lúðvígsson,Seltjarnarnes,
male,Engilbert,E,Friðgeirsson,Finnbogastaðir,
female,Hróðný,Ó,Hermannsdóttir,Selfoss,
male,Ómar,A,Pálmarsson,Eyrabakki,
male,Gestur,J,Hreiðarsson,Dalvík,
female,Jónína,V,Albertsdóttir,Bíldudalur,
female,Andrea,G,Örlygsdóttir,Eskifjörður,
male,Tómas,E,Hartmannsson,Mjóifjörður,
male,Guðbrandur,G,Björgvinsson,Akureyri,
female,Agatha,T,Sigfúsdóttir,Eiðar,
male,Daníel,M,Júlíusson,Drangsnes,
female,Steinunn,B,Lúthersdóttir,Kópasker,
male,Ómar,T,Sveinsson,Reykjavík,
male,Birgir,B,Friðgeirsson,Egilsstaðir,
male,Ástráður,S,Hreiðarsson,Sauðarkrókur,
female,Hallbjörg,H,Jóakimsdóttir,Þingeyri,
male,Klængur,V,Ögmundsson,Reykjavík,
male,Kristján,H,Hjörleifsson,Borgarfjörður,
female,Ólína,M,Valgeirsdóttir,Dalvík,
male,Rafn,J,Bryndísarson,Garðabær,
male,Guðmar,V,Arnbjarnarson,Flateyri,
male,Þorsteinn,S,Sigurbjarnason,Bíldudalur,
male,Baldvin,O,Snæbjörnsson,Hella,
male,Ríkharður,V,Ámundason,Hella,
male,Viðar,J,Lúðvígsson,Akureyri,
male,Birgir,H,Árnþórsson,Hafnir,
female,Védís,A,Finnbogadóttir,Fáskrúðsfjörður,
male,Sigmar,B,Ögmundsson,Borgarnes,
male,Guðmundur,E,Ásgrímsson,Borgarnes,
male,Guðjón,J,Alfonsson,Grímsey,
female,Kristíana,Á,Óðinsdóttir,Hrísey,
male,Danival,H,Ásgrímsson,Reykjavík,
male,Ásgrímur,R,Sigurvinsson,Keflavík,
male,Aron,S,Rúnarsson,Drangsnes,
male,Logi,G,Felixson,Mjóifjörður,
female,Lena,S,Steindórsdóttir,Ísafjörður,
male,Mikael,K,Finnsson,Hvammstangi,
female,Magdalena,S,Guðbrandsdóttir,Brú,
male,Ármann,D,Hjörleifsson,Flateyri,
male,Valþór,B,Elíasson,Reykjavík,
male,Þorgrímur,H,Sigurbjarnason,Bíldudalur,
female,Lara,G,Runólfsdóttir,Grindavík,
male,Agnar,R,Martinsson,Mosfellsbær,
male,Björgólfur,E,Jóhannesson,Grindavík,
female,Fanndís,H,Grímsdóttir,Vogar,
male,Viktor,S,Víglundsson,Reykjavík,
female,Sæunn,H,Baldvinsdóttir,Reykholt,
male,Þorbjörn,F,Hafliðason,Reykjavík,
female,Árvök,M,Oddgeirsdóttir,Reykjavík,
male,Sigtryggur,Á,Bárðarson,Fagurhólsmýri,
male,Kári,G,Oddgeirsson,Reykjavík,
male,Ísak,B,Vésteinsson,Keflavík,
male,Rhoda,A,Grímsson,Vopnafjörður,
female,Árný,M,Sverrisdóttir,Þórshöfn,
male,Valgarður,H,Þorgrímsson,Siglufjörður,
male,Sigurþór,S,Annýjarson,Drangsnes,
male,Ingi,D,Bergþóruson,Fáskrúðsfjörður,
male,Marteinn,Á,Albertsson,Reykjavík,
male,Samúel,H,Jósteinsson,Stokkseyri,
male,Sölvi,K,Gústafsson,Stykkishólmur,
male,Örn,M,Marinósson,Kópavogur,
male,Ísak,H,Sturluson,Reykjavík,
male,Þór,A,Jörgensen,Seyðisfjörður,
male,Rúnar,A,Ósvaldsson,Selfoss,
female,Marín,A,Ellertsdóttir,Akureyri,
male,Danival,H,Þorbjarnarson,Reykjavík,
male,Eysteinn,S,Sigþórsson,Vogar,
male,Vésteinn,E,Eðvaldsson,Keflavík,
female,Þórunn,H,Þórólfsdóttir,Brú,
male,Ingvar,S,Guðrúnarson,Kópavogur,
male,Marina,M,Sigurhansson,Bakkafjörður,
male,Vilbergur,G,Emilsson,Egilsstaðir,
male,Guðlaugur,L,Valtýsson,Höfn,
male,Richard,G,Sighvatsson,Vík,
male,Helgi,K,Björgmundsson,Reykjavík,
female,Finnborg,Ö,Ragnarsdóttir,Selfoss,
male,Haukur,S,Arnarson,Reykjavík,
female,Halldóra,Ö,Haraldsdóttir,Bakkafjörður,
male,Vésteinn,H,Ellertsson,Blönduós,
male,Hjörtur,E,Kristínarson,Sandgerði,
male,Sólveig,Þ,Maríasson,Breiðdalsvík,
male,Torfi,V,Teitsson,Hvolsföllur,
female,Guðborg,M,Haraldsdóttir,Sauðarkrókur,
female,Sólborg,S,Bryndísardóttir,Reykjavík,
male,Unnþór,J,Ársælsson,Ísafjörður,
male,Kalman,E,Eggertsson,Reykjavík,
male,Baldur,K,Ingibergsson,Húsavík,
female,Sesselja,V,Bryndísardóttir,Selfoss,
male,Grímur,H,Ásmundsson,Reykjavík,
male,Guðbjartur,R,Árnþórsson,Kópasker,
female,Sigurlína,R,Valbergsdóttir,Borgarnes,
male,Kári,S,Sighvatsson,Hellissandur,
male,Baldur,R,Þóroddsson,Hvolsföllur,
female,Rósey,N,Björgvinsdóttir,Húsavík,
male,Marinó,H,Garðarsson,Kópasker,
male,Ásmundur,E,Hildisson,Suðureyri,
female,Jóhanna,H,Erlendsdóttir,Stöðvarfjörður,
male,Matthías,E,Hálfdánarson,Garðabær,
male,Sveinn,S,Guðleifsson,Keflavíkurflugvöllur,
male,Sigursteinn,G,Sólmundsson,Reykjavík,
male,Gils,A,Þorvaldsson,Brú,
male,Björgúlfur,G,Traustason,Keflavík,
male,Ingvar,G,Pálmason,Ísafjörður,
male,Steinþór,V,Svafarsson,Grímsey,
female,Karlotta,Á,Bjarnadóttir,Varmahlíð,
male,Hákon,G,Birkisson,Vogar,
female,Jóhanna,R,Kristbjörnsdóttir,Hafnafjörður,
male,Hugi,Á,Sigmarsson,Vestmannaeyjar,
male,Úlfar,D,Leifsson,Húsavík,
female,Súsanna,G,Steinarsdóttir,Reykjavík,
male,Hinrik,K,Diðriksson,Akureyri,
male,Hallur,M,Friðbjarnarson,Keflavíkurflugvöllur,
female,Björg,D,Valbergsdóttir,Keflavík,
male,Ólafur,H,Sævarsson,Húsavík,
male,Kári,G,Ásgeirsson,Borgarfjörður,
female,Bóel,J,Björnsdóttir,Flateyri,
male,Scheving,E,Einarsson,Vopnafjörður,
female,Jarþrúður,D,Bryndísardóttir,Þorlákshöfn,
female,Una,I,Traustadóttir,Þingeyri,
male,Hreiðar,B,Birkisson,Reykjavík,
male,Kristinn,F,Thordarson,Hofsós,
female,Halla,P,Guðjónsdóttir,Reykjavík,
female,Halla,H,Ingadóttir,Hella,
female,Þuríður,B,Ingveldardóttir,Hofsós,
female,Guðbjörg,B,Baldvinsdóttir,Þórshöfn,
female,Guðborg,A,Garðarsdóttir,Hvolsföllur,
male,Einar,D,Sigurgeirsson,Garður,
female,Emilía,J,Hallmundsdóttir,Ísafjörður,
male,Hjálmar,Á,Vilhjálmsson,Hafnafjörður,
male,Reynir,L,Hárlaugsson,Hvammstangi,
male,Valþór,N,Sigurmonsson,Bakkafjörður,
male,Guðmundur,M,Hreggviðsson,Bakkafjörður,
female,Steingerður,Á,Sigurðardóttir,Keflavíkurflugvöllur,
male,Guðbjartur,S,Vignisson,Flatey,
female,Kolbrún,V,Birgisdóttir,Kirkjubæjarklaustur,
male,Reimar,H,Hansson,Selfoss,
male,Guðgeir,H,Gylfason,Hnífsdalur,
female,Magnína,G,Hauksdóttir,Hveragerði,
male,Kristvin,G,Hallbjörnsson,Kirkjubæjarklaustur,
male,Bragi,Á,Bertelsson,Djúpivogur,
female,Snæfríður,Ö,Sigurðardóttir,Akureyri,
male,Sigurjón,A,Hallgrímsson,Reykjavík,
male,Eyjólfur,I,Daðason,Kópasker,
male,Guðfinnur,A,Tryggvason,Selfoss,
male,Jónas,G,Frímannsson,Reykjavík,
female,Krista,U,Hrafnsdóttir,Selfoss,
male,Hans,D,Sigjónsson,Laugarvatn,
male,Ingvi,H,Friðvinsson,Hella,
male,Sigtryggur,A,Þorbjörnsson,Eiðar,
female,Halldóra,B,Þórólfsdóttir,Vestmannaeyjar,
female,Kristbjörg,H,Ásgeirsdóttir,Vík,
male,Tinna,S,Þórðarson,Keflavík,
male,Ingþór,G,Ingibergsson,Flatey,
male,Ármann,I,Flosason,Varmahlíð,
female,Fríður,H,Karlsdóttir,Reykjavík,
male,Ingólfur,Þ,Gunnlaugsson,Reykjavík,
female,Brynhildur,B,Steindórsdóttir,Neskaupstaður,
female,Aðalheiður,K,Eyðfinnsdóttir,Fáskrúðsfjörður,
male,Halldór,Þ,Gautason,Vogar,
female,Auður,G,Hermannsdóttir,Laugar,
female,Marsibil,D,Baldursdóttir,Eiðar,
male,Fannberg,F,Þorgrímsson,Mjóifjörður,
male,Sigurgeir,Þ,Írisarson,Blönduós,
male,Sverrir,E,Kolbeinsson,Selfoss,
female,Aðalbjörg,L,Gylfadóttir,Seyðisfjörður,
male,Tinna,E,Magnússon,Búðardalur,
male,Hilmir,H,Hermanníusson,Akureyri,
male,Bjarki,R,Írisarson,Grenivík,
female,Herdís,H,Jónsdóttir,Vogar,
male,Þorleifur,S,Bergsteinsson,Reykjavík,
male,Kolbeinn,I,Guðbergsson,Norðurfjörður,
male,Unnþór,K,Arnlaugsson,Þórshöfn,
male,Friðsteinn,D,Hlöðvarsson,Ísafjörður,
male,Adam,K,Aðalsteinsson,Norðurfjörður,
male,Steinn,H,Theodórsson,Reykjavík,
female,Árvök,D,Hafsteinsdóttir,Breiðdalsvík,
male,Ásgeir,B,Arnþórsson,Reykjavík,
male,Sigmundur,E,Þormóðsson,Borgarfjörður,
male,Valur,S,Stefánsson,Hrísey,
female,Bára,S,Jóhannsdóttir,Reykjavík,
female,Loftveig,G,Ragnarsdóttir,Hellissandur,
male,Halldór,H,Guðmarsson,Stöðvarfjörður,
male,Erlingur,D,Gústavsson,Garðabær,
female,Sigurlaug,T,Sigurðardóttir,Sandgerði,
male,Ástráður,D,Heiðreksson,Stokkseyri,
male,Sveinbjörn,D,Tryggvason,Þingeyri,
male,Svavar,D,Diðriksson,Blönduós,
male,Andri,Í,Sigurlaugsson,Siglufjörður,
male,Gils,A,Þórhallsson,Þingeyri,
female,Svanhildur,S,Hrafnkelsdóttir,Selfoss,
male,Elís,M,Svavarsson,Raufarhöfn,
male,Logi,R,Baldursson,Akranes,
male,Daníel,D,Harðarson,Borgarnes,
female,Ásta,S,Indriðadóttir,Selfoss,
male,Ríkharður,E,Hjörleifsson,Reykjavík,
male,Arnór,Þ,Búason,Norðurfjörður,
male,Engilbert,S,Friðleifsson,Flatey,
male,Börkur,S,Vésteinsson,Hellissandur,
female,Agla,Þ,Sigþórsdóttir,Hnífsdalur,
male,Svavar,R,Arngrímsson,Siglufjörður,
male,Júlíus,E,Þórsson,Hvammstangi,
female,Gróa,S,Traustadóttir,Þingeyri,
male,Marina,L,Ársælsson,Reykjavík,
female,Thelma,H,Eyðfinnsdóttir,Bolungarvík,
male,Matti,V,Gíslason,Hella,
female,Lilja,V,Hjartardóttir,Reykjavík,
male,Garðar,B,Sigfússon,Þórshöfn,
male,Cheryl,H,Thorsson,Akranes,
male,Pétur,L,Borgþórsson,Tálknafjörður,
male,Axel,G,Valdemarsson,Kirkjubæjarklaustur,
female,Elinborg,D,Bjarnadóttir,Reykjavík,
male,Jón,I,Hlöðversson,Reykjahlíð,
male,Björgúlfur,Ö,Þóroddsson,Borgarfjörður,
male,Eggert,H,Gíslason,Garðabær,
male,Þórarinn,L,Óskarsson,Hofsós,
male,Þórhallur,S,Jörundsson,Höfn,
male,Þengill,T,Sigtryggsson,Garðabær,
male,Númi,H,Hólmsteinsson,Akureyri,
male,Heiðar,G,Írisarson,Brú,
male,Ægir,Þ,Guðbergsson,Reykjavík,
female,Marín,S,Gylfadóttir,Akureyri,
female,Sóldís,S,Pétursdóttir,Blönduós,
female,Þórhildur,N,Valgeirsdóttir,Súðavík,
female,Júlía,J,Þorgrímsdóttir,Grindavík,
male,Friðfinnur,S,Valsson,Eiðar,
male,Matthías,S,Steingrímsson,Grindavík,
male,Tómas,H,Þorfinnsson,Þingeyri,
male,Búi,M,Matthíasson,Fáskrúðsfjörður,
male,Matthías,H,Hervinsson,Vestmannaeyjar,
female,Marín,B,Ólafsdóttir,Höfn,
male,Danival,S,Hákonarson,Reykjahlíð,
male,Rhoda,V,Rósmundsson,Húsavík,
female,Sigurbjört,T,Þorsteinsdóttir,Húsavík,
male,Þorsteinn,S,Jörundsson,Selfoss,
male,Hallsteinn,H,Hrafnhildarson,Borgarnes,
female,Elna,V,Sigurþórsdóttir,Garðabær,
male,Jónmundur,S,Friðvinsson,Hofsós,
female,Gyða,S,Hjartardóttir,Breiðdalsvík,
female,Dagrún,S,Árnadóttir,Ísafjörður,
male,Björgólfur,Þ,Ísidórsson,Reykjavík,
female,Selma,B,Traustadóttir,Höfn,
female,Katla,S,Kristbjörnsdóttir,Seyðisfjörður,
male,Siggeir,R,Þorkelsson,Hella,
male,Ingþór,S,Sigurgeirsson,Akureyri,
female,Magdalena,G,Arnórsdóttir,Njarðvík,
female,Magnþóra,G,Ingadóttir,Selfoss,
female,Þorstína,M,Birgisdóttir,Reykjavík,
male,Kim,I,Yngvason,Reyðarfjörður,
male,Vilhjálmur,D,Skjaldarson,Reykjavík,
male,Eysteinn,Á,Ásvaldsson,Hvolsföllur,
male,Kristvin,G,Thoroddsen,Neskaupstaður,
female,Randi,S,Björgvinsdóttir,Patreksfjörður,
male,Geir,V,Þorgrímsson,Akranes,
male,Jónatan,J,Valgarðsson,Patreksfjörður,
male,Tómas,A,Sigurfinnsson,Höfn,
male,Tómas,S,Georgsson,Reykjavík,
male,Örn,S,Guðþórsson,Króksfjarðarnes,
male,Þórir,I,Ludvigsson,Dalvík,
male,Gunnlaugur,J,Sigurfinnsson,Hvolsföllur,
male,Heimir,H,Geirmundsson,Grindavík,
male,Valur,H,Gautason,Flateyri,
male,Samúel,D,Bæringsson,Stykkishólmur,
male,Egill,A,Bæringsson,Reykjavík,
female,Sveinbjörg,K,Stefánsdóttir,Reykjavík,
male,Valdimar,G,Auðbjörnsson,Þórshöfn,
female,Katla,M,Þorvarðardóttir,Hofsós,
male,Sighvatur,M,Ríkharðsson,Eyrabakki,
male,Ásgrímur,H,Marinósson,Laugar,
female,Harpa,F,Kristjánsdóttir,Keflavík,
male,Ríkharður,D,Leifsson,Flatey,
male,Jónmundur,F,Bjargmundsson,Keflavíkurflugvöllur,
male,Dagur,R,Ársælsson,Bolungarvík,
female,Guðjóna,Þ,Sigurjónsdóttir,Hveragerði,
female,Guðfinna,G,Reynisdóttir,Reykjavík,
male,Runólfur,J,Arnbjarnarson,Hafnafjörður,
female,Ösp,K,Skarphéðinsdóttir,Hnífsdalur,
female,Móeiður,F,Angantýsdóttir,Mjóifjörður,
male,Sigtryggur,G,Rögnvaldsson,Selfoss,
female,Júlíana,A,Gunnarsdóttir,Njarðvík,
male,Friðberg,I,Hrafnsson,Ísafjörður,
female,Silja,P,Sigurðardóttir,Akranes,
male,Ingi,R,Bertelsson,Hnífsdalur,
male,Valur,K,Oddbergsson,Þórshöfn,
male,Dagfinnur,M,Víglundsson,Selfoss,
male,Guttormur,S,Arnarsson,Seltjarnarnes,
male,Arnór,B,Þórarinsson,Laugarvatn,
male,Rafn,H,Atlason,Skagaströnd,
male,Vignir,E,Ármannsson,Eyrabakki,
male,Friðþjófur,S,Sigurjónsson,Fljót,
male,Þórðr,R,Hauksson,Kjörvogur,
male,Haddur,K,Sigbjörnsson,Reykjahlíð,
male,Héðinn,H,Guðbjarnarson,Djúpivogur,
male,Númi,E,Þórmundsson,Njarðvík,
male,Víðir,H,Daðason,Sandgerði,
female,Ásthildur,V,Pétursdóttir,Blönduós,
male,Oddbjörn,I,Svavarsson,Ísafjörður,
male,Ásgrímur,Á,Friðleifsson,Stokkseyri,
female,Bryndís,B,Steinarsdóttir,Breiðdalsvík,
female,Sigrún,B,Bryndísardóttir,Egilsstaðir,
female,Sólrún,B,Sigurvaldadóttir,Tálknafjörður,
male,Elías,K,Lúðvíksson,Vogar,
male,Böðvar,G,Erlingsson,Grímsey,
male,Viktor,K,Auðbjörnsson,Reykjavík,
male,Finnbogi,V,Haraldsson,Höfn,
male,Kim,G,Valgarðsson,Þorlákshöfn,
female,Dagbjört,F,Snorradóttir,Hellissandur,
male,Erlendur,H,Pétursson,Tálknafjörður,
female,Petrína,G,Hólmsteinsdóttir,Vík,
male,Vilbergur,B,Andersson,Seyðisfjörður,
male,Þengill,G,Bergsteinsson,Reykjavík,
male,Eðvald,B,Björnsson,Patreksfjörður,
female,Birgitta,S,Björnsdóttir,Króksfjarðarnes,
female,Þórheiður,H,Tryggvadóttir,Reykjavík,
male,Páll,K,Runólfsson,Ólafsfjörður,
female,Brynhildur,U,Oddgeirsdóttir,Reykjavík,
female,Jórunn,H,Gunnarsdóttir,Fljót,
female,Tinna,E,Valtýsdóttir,Suðureyri,
male,Jóhannes,H,Sigjónsson,Reykjavík,
female,Guðrún,G,Guðmundsdóttir,Reykjavík,
female,Kristíana,S,Ellertsdóttir,Reykjavík,
female,Björg,S,Sigþórsdóttir,Þingeyri,
male,Ingvi,Í,Þorgilsson,Búðardalur,
female,Elín,H,Ingvarsdóttir,Hafnafjörður,
female,Gréta,L,Bergsdóttir,Vogar,
male,Ólafur,G,Birgisson,Vík,
male,Sæmundur,D,Sigþórsson,Grímsey,
male,Scheving,A,Sigurbergsson,Selfoss,
female,Laufey,I,Björgvinsdóttir,Reykjavík,
male,Júlíus,J,Hálfdánarson,Reykjavík,
male,Hallsteinn,M,Þorgrímsson,Búðardalur,
female,Jórunn,H,Hrafnsdóttir,Akureyri,
male,Þorleifur,S,Hjartarson,Njarðvík,
male,Steindór,U,Fylkisson,Selfoss,
female,Evlalía,Á,Sigurþórsdóttir,Bessastaðahreppur,
male,Viðar,J,Ingvason,Búðardalur,
female,Þórhildur,Á,Erlendsdóttir,Eiðar,
male,Hugi,S,Arthursson,Eiðar,
female,Alfa,D,Friðbjarnardóttir,Bakkafjörður,
male,Vésteinn,Á,Erlingsson,Djúpivogur,
male,Guttormur,E,Arnbjarnarson,Hella,
male,Boði,I,Sigfinnsson,Reykholt,
male,Marteinn,S,Hallbergsson,Reykjavík,
male,Trausti,E,Theódórsson,Eskifjörður,
male,Guðbrandur,E,Magnússon,Sauðarkrókur,
male,Kim,S,Guðbjörnsson,Siglufjörður,
male,Hallgrímur,E,Friðgeirsson,Reykjavík,
male,Ármann,S,Sveinsson,Hafnafjörður,
female,Ella,G,Finnbogadóttir,Breiðdalsvík,
male,Ingvi,B,Arnþórsson,Djúpivogur,
male,Einar,D,Bæringsson,Borgarfjörður,
female,Ebba,H,Birgisdóttir,Stöðvarfjörður,
male,Percy,N,Lýðsson,Kópavogur,
male,Rúnar,H,Rósuson,Hellissandur,
male,Danival,J,Kristjánsson,Reykjavík,
male,Dagfinnur,Þ,Sverrisson,Reykjavík,
male,Vernharður,B,Steindórsson,Reykjavík,
male,Ástráður,K,Sæmundsson,Ólafsvík,
male,Brynjar,P,Gunnlaugsson,Bolungarvík,
male,Sighvatur,H,Ívarsson,Garðabær,
male,Percy,O,Guðlaugsson,Laugarvatn,
male,Þorbjörn,R,Ástráðsson,Kirkjubæjarklaustur,
female,Jenný,S,Sigurjónsdóttir,Hafnir,
male,Marteinn,R,Ásmundarson,Ólafsvík,
male,Þorleifur,V,Yngvason,Vogar,
male,Steindór,S,Ástvaldsson,Reykjavík,
male,Ísak,S,Tómasson,Garður,
male,Júlíus,S,Sigurhansson,Hvolsföllur,
female,Klara,K,Sigurjónsdóttir,Kópasker,
male,Runólfur,F,Ásmundarson,Reykjavík,
female,Kristjana,H,Hallgrímsdóttir,Akureyri,
male,Patrekur,E,Sigurgeirsson,Eskifjörður,
male,Þórbergur,V,Sturluson,Þingeyri,
male,Brynjar,K,Skaftason,Kópasker,
male,Kristvin,R,Ágústsson,Seltjarnarnes,
female,Emilía,B,Valdimarsdóttir,Króksfjarðarnes,
male,Hreinn,S,Friðjónsson,Bakkafjörður,
male,Óskar,E,Finnbogason,Selfoss,
female,Pála,H,Birgisdóttir,Reykjahlíð,
male,Gils,L,Fróðason,Króksfjarðarnes,
male,Sigmundur,A,Ásmundsson,Egilsstaðir,
male,Marteinn,S,Ægisson,Reykjavík,
female,Camilla,G,Eyðfinnsdóttir,Mosfellsbær,
male,Logi,Á,Friðvinsson,Fagurhólsmýri,
male,Matti,D,Þóreyjarson,Bolungarvík,
female,Ásrún,S,Hrafnsdóttir,Húsavík,
male,Danival,B,Júlíusson,Hellissandur,
female,Bergþóra,R,Þórðardóttir,Stöðvarfjörður,
female,Bjarney,V,Hermannsdóttir,Akureyri,
female,Salvör,Þ,Björgvinsdóttir,Reykjavík,
male,Steinar,S,Ásbergsson,Hvammstangi,
male,Böðvar,V,Olgeirsson,Grundarfjörður,
male,Vésteinn,E,Marteinsson,Flatey,
male,Sigurbjörn,S,Tómasson,Borgarnes,
male,Bergvin,R,Þorláksson,Egilsstaðir,
female,Marta,S,Tryggvadóttir,Keflavík,
male,Sigfús,T,Lúðvíksson,Reykjavík,
female,Gríma,A,Þórðardóttir,Mosfellsbær,
male,Bernharð,A,Bergsson,Reykjavík,
male,Hreiðar,K,Vigfússon,Húsavík,
male,Kristvin,J,Emilsson,Njarðvík,
female,Barbara,H,Stefánsdóttir,Reykjavík,
female,Eygló,K,Ragnarsdóttir,Hafnir,
male,Jónas,M,Theodórsson,Þingeyri,
male,Axel,K,Svanlaugsson,Bessastaðahreppur,
female,Kaja,V,Hjartardóttir,Seltjarnarnes,
